gene_id	gene_name	SRR3214253	SRR3214254	SRR3214255	SRR3214277	SRR3214278	SRR3214279	SRR3214301	SRR3214302	SRR3214303	SRR3214325	SRR3214326	SRR3214327
318	ENSG00000012504.15	NR1H4	0	0	0	0	0	0	0	0	0	0	0	0
319	ENSG00000012660.14	ELOVL5	512	41	425	494	183	464	984	429	754	493	1133	520
320	ENSG00000012779.11	ALOX5	110	15	117	1066	142	886	2037	744	1537	673	1914	769
321	ENSG00000012817.15	KDM5D	0	9	0	0	1	0	0	0	1	0	0	1
322	ENSG00000012822.16	CALCOCO1	153	22	137	2309	556	2176	1133	187	949	240	1277	260
323	ENSG00000012963.15	UBR7	163	10	184	278	60	266	85	15	73	82	85	87
324	ENSG00000012983.11	MAP4K5	179	16	157	349	77	312	231	46	167	119	108	121
325	ENSG00000013016.16	EHD3	0	3	0	19	3	14	0	0	0	0	0	0
326	ENSG00000013275.8	PSMC4	518	86	511	766	114	693	457	325	368	236	568	222
327	ENSG00000013288.9	MAN2B2	323	54	268	846	203	764	899	254	681	399	725	385
328	ENSG00000013293.6	SLC7A14	15	18	21	41	16	38	120	35	92	17	35	31
329	ENSG00000013297.12	CLDN11	4	1	0	6	6	6	1	3	0	0	1	0
330	ENSG00000013306.16	SLC25A39	856	127	812	547	72	464	574	392	390	409	1090	461
331	ENSG00000013364.19	MVP	74	72	60	1297	433	1278	1063	314	758	138	668	178
332	ENSG00000013374.16	NUB1	217	52	186	458	143	436	587	173	484	155	316	163
333	ENSG00000013375.16	PGM3	99	4	96	137	28	140	99	38	82	64	60	69
334	ENSG00000013392.8	RWDD2A	13	17	23	42	16	33	47	5	27	10	16	9
335	ENSG00000013441.16	CLK1	324	37	316	982	225	935	828	282	572	282	504	287
336	ENSG00000013503.10	POLR3B	75	9	72	137	22	133	22	5	9	43	25	43
337	ENSG00000013523.11	ANGEL1	112	4	103	602	107	540	248	39	176	45	71	47
338	ENSG00000013561.18	RNF14	82	10	72	363	80	349	188	71	170	89	45	104
339	ENSG00000013563.14	DNASE1L1	40	3	53	454	76	475	163	43	151	74	190	87
340	ENSG00000013573.17	DDX11	812	68	803	181	66	155	183	83	169	432	1467	483
341	ENSG00000013583.10	HEBP1	179	19	144	161	60	132	271	44	178	168	109	157
342	ENSG00000013588.9	GPRC5A	5	9	6	6	11	4	48	8	35	6	25	14
343	ENSG00000013619.14	MAMLD1	2	1	0	5	9	9	0	72	0	0	2	0
344	ENSG00000013725.14	CD6	0	6	0	228	69	189	6	14	9	2	3	1
345	ENSG00000013810.19	TACC3	711	72	755	606	73	568	475	95	415	535	2106	520
346	ENSG00000014123.10	UFL1	125	14	129	523	119	487	198	27	154	119	106	117
347	ENSG00000014138.9	POLA2	248	35	242	132	66	124	175	32	131	108	323	118
348	ENSG00000014164.7	ZC3H3	187	30	184	216	84	181	229	158	169	120	753	104
349	ENSG00000014216.16	CAPN1	514	54	464	962	167	907	1645	305	1334	816	2157	899
350	ENSG00000014257.16	ACP3	116	3	96	20272	4424	18735	470	56	331	105	112	139
351	ENSG00000014641.20	MDH1	374	29	353	870	99	778	242	79	174	228	111	255
352	ENSG00000014824.14	SLC30A9	234	15	235	1061	168	885	405	90	370	195	214	194
353	ENSG00000014914.21	MTMR11	0	0	3	64	13	72	11	1	4	12	7	6
354	ENSG00000014919.13	COX15	282	13	267	523	68	469	279	47	215	177	129	173
355	ENSG00000015133.19	CCDC88C	471	50	423	2067	539	1902	388	35	340	366	1172	347
356	ENSG00000015153.14	YAF2	106	18	125	130	40	120	88	42	64	100	115	110
357	ENSG00000015171.19	ZMYND11	110	18	91	103	30	112	194	29	106	100	99	68
358	ENSG00000015285.11	WAS	392	281	378	829	525	695	2615	687	2132	739	6680	785
359	ENSG00000015413.9	DPEP1	0	0	0	1	0	0	0	0	0	0	0	0
360	ENSG00000015475.18	BID	257	31	260	82	29	92	218	1183	208	184	145	203
361	ENSG00000015479.19	MATR3	1057	104	1060	1577	421	1435	851	252	641	853	586	945
362	ENSG00000015520.14	NPC1L1	0	1	0	2	0	0	0	0	0	0	1	0
363	ENSG00000015532.10	XYLT2	136	18	103	210	52	205	127	57	108	96	321	105
364	ENSG00000015568.13	RGPD5	52	29	40	237	45	232	199	88	123	73	120	56
365	ENSG00000015592.16	STMN4	0	0	0	0	0	0	0	0	0	0	0	0
366	ENSG00000015676.18	NUDCD3	312	38	288	404	95	380	306	77	236	143	471	161
367	ENSG00000016082.15	ISL1	0	0	0	0	0	0	0	0	0	0	0	0
368	ENSG00000016391.11	CHDH	31	7	37	46	47	39	129	54	95	50	93	68
369	ENSG00000016402.13	IL20RA	0	0	0	0	0	0	0	0	0	0	0	0
370	ENSG00000016490.16	CLCA1	0	0	0	0	0	0	0	0	0	0	0	0
371	ENSG00000016602.9	CLCA4	0	0	0	1	0	0	0	0	0	0	0	0
372	ENSG00000016864.18	GLT8D1	107	11	112	167	22	177	142	35	108	87	61	100
373	ENSG00000017260.19	ATP2C1	319	30	292	743	130	616	369	202	294	266	328	250
374	ENSG00000017427.17	IGF1	25	15	18	30	19	16	58	0	44	25	56	23
375	ENSG00000017483.15	SLC38A5	550	36	555	11	4	13	19	8	17	341	339	288
376	ENSG00000017797.13	RALBP1	868	132	891	1531	431	1366	1206	326	912	709	1223	733
377	ENSG00000018189.13	RUFY3	32	1	22	107	12	81	81	23	69	40	24	30
378	ENSG00000018236.15	CNTN1	2	0	0	2	8	1	5	0	3	2	3	0
379	ENSG00000018280.17	SLC11A1	111	45	69	1110	167	1020	363	142	278	673	1822	737
380	ENSG00000018408.14	WWTR1	9	27	14	26	26	17	62	19	34	23	68	18
381	ENSG00000018510.16	AGPS	322	9	292	362	60	363	285	45	187	225	174	263
382	ENSG00000018607.6	ZNF806	0	0	0	0	0	0	0	0	0	0	0	0
383	ENSG00000018610.15	CXorf56	247	86	243	499	122	475	587	191	428	225	405	249
384	ENSG00000018625.15	ATP1A2	0	0	0	18	0	18	0	5	1	2	2	1
385	ENSG00000018699.13	TTC27	165	18	120	101	37	96	89	13	47	80	60	77
386	ENSG00000018869.16	ZNF582	13	4	8	48	6	45	11	6	13	5	6	8
387	ENSG00000019102.12	VSIG2	0	0	0	0	1	1	0	0	0	0	0	0
388	ENSG00000019144.19	PHLDB1	63	19	48	634	193	534	177	527	113	75	101	94
389	ENSG00000019169.10	MARCO	6	0	2	0	0	0	2	1	3	3	1	2
390	ENSG00000019186.10	CYP24A1	0	0	0	4	0	0	1	2	0	61	34	67
391	ENSG00000019485.13	PRDM11	31	2	21	22	9	29	60	11	35	10	27	5
392	ENSG00000019505.8	SYT13	1	6	2	6	6	2	11	2	11	1	4	1
393	ENSG00000019549.13	SNAI2	0	0	0	0	0	0	1	2	1	0	0	0
394	ENSG00000019582.15	CD74	1080	213	1033	57	179	50	1820	601	1375	274	901	299
395	ENSG00000019991.18	HGF	119	6	109	11	0	6	17	1	14	22	21	29
396	ENSG00000019995.6	ZRANB1	200	32	199	587	163	629	515	188	409	207	201	225
397	ENSG00000020129.16	NCDN	186	32	174	452	133	467	175	118	153	84	391	90
398	ENSG00000020181.18	ADGRA2	59	11	57	5	0	12	1	3	1	5	4	6
399	ENSG00000020219.9	CCT8L1P	0	0	0	0	0	0	6	0	2	1	0	2
400	ENSG00000020256.20	ZFP64	74	13	77	111	39	88	108	16	87	42	108	47
401	ENSG00000020426.11	MNAT1	98	7	90	83	3	72	32	19	23	63	26	62
402	ENSG00000020577.14	SAMD4A	1	0	0	24	12	10	12	6	3	2	3	0
403	ENSG00000020633.18	RUNX3	534	128	556	578	254	531	1914	355	1538	470	2683	486
404	ENSG00000020922.13	MRE11	372	50	338	271	88	268	288	68	194	218	290	254
405	ENSG00000021300.14	PLEKHB1	0	0	0	0	0	0	0	3	0	1	0	0
406	ENSG00000021355.13	SERPINB1	941	60	854	604	83	506	1410	491	1062	946	908	1034
407	ENSG00000021461.17	CYP3A43	7	1	2	2	7	4	15	7	14	2	0	2
408	ENSG00000021488.13	SLC7A9	1	0	0	0	0	1	6	1	6	0	0	0
409	ENSG00000021574.12	SPAST	191	53	171	513	146	452	369	82	297	196	205	197
410	ENSG00000021645.19	NRXN3	2	5	4	11	15	8	25	13	23	17	72	14
411	ENSG00000021762.20	OSBPL5	444	34	460	85	21	83	87	29	52	317	925	321
412	ENSG00000021776.11	AQR	399	55	373	758	153	716	710	143	577	324	411	368
413	ENSG00000021826.17	CPS1	87	11	108	82	58	61	104	26	72	73	116	74
414	ENSG00000021852.13	C8B	0	0	0	0	0	1	0	1	0	0	3	0
415	ENSG00000022267.19	FHL1	1	1	1	329	34	304	10	3	10	8	2	2
416	ENSG00000022277.12	RTF2	447	67	424	1146	135	1187	752	413	575	388	438	418
417	ENSG00000022355.18	GABRA1	0	0	0	2	3	3	4	1	5	0	0	0
418	ENSG00000022556.16	NLRP2	25	2	22	52	7	51	11	3	7	12	23	15
419	ENSG00000022567.9	SLC45A4	139	19	133	379	60	334	316	50	257	151	573	161
420	ENSG00000022840.16	RNF10	489	98	458	1283	201	1187	818	562	593	346	520	340
421	ENSG00000022976.15	ZNF839	110	51	119	145	50	114	167	80	108	101	275	73
422	ENSG00000023041.11	ZDHHC6	237	15	234	248	35	184	138	73	112	152	96	160
423	ENSG00000023171.18	GRAMD1B	361	40	327	23	17	22	133	13	89	113	231	107
424	ENSG00000023191.17	RNH1	435	41	403	1010	89	939	313	186	249	264	505	299
425	ENSG00000023228.14	NDUFS1	780	113	727	1533	414	1422	518	178	445	577	500	524
426	ENSG00000023287.13	RB1CC1	264	26	238	575	113	454	285	137	212	155	153	180
427	ENSG00000023318.8	ERP44	474	59	472	1198	265	1109	774	399	654	513	407	548
428	ENSG00000023330.15	ALAS1	610	50	569	1844	394	1658	554	256	423	415	950	464
429	ENSG00000023445.16	BIRC3	28	1	23	36	8	31	73	607	43	125	219	132
430	ENSG00000023516.9	AKAP11	421	26	372	1546	426	1450	765	75	594	310	639	309
431	ENSG00000023572.9	GLRX2	81	5	60	376	69	348	87	39	73	53	51	59
432	ENSG00000023608.5	SNAPC1	49	4	52	42	8	45	14	62	7	34	29	43
433	ENSG00000023697.13	DERA	119	4	102	225	27	188	43	12	38	79	27	91
434	ENSG00000023734.11	STRAP	511	34	546	1198	247	1106	447	214	343	319	448	314
435	ENSG00000023839.12	ABCC2	13	1	10	76	28	53	26	3	27	8	5	8
436	ENSG00000023892.11	DEF6	305	21	286	299	61	342	729	121	536	177	542	190
437	ENSG00000023902.14	PLEKHO1	206	21	185	1065	223	987	3025	1377	2267	344	902	387
438	ENSG00000023909.10	GCLM	84	20	78	71	25	58	71	114	65	77	49	90
439	ENSG00000024048.10	UBR2	223	29	200	846	144	835	735	158	498	234	233	219
440	ENSG00000024422.12	EHD2	7	6	8	16	8	22	63	15	43	8	35	21
441	ENSG00000024526.17	DEPDC1	96	8	102	9	0	5	13	1	24	39	21	37
442	ENSG00000024862.17	CCDC28A	65	5	55	129	26	103	59	14	53	48	32	47
443	ENSG00000025039.15	RRAGD	306	34	286	131	19	123	560	93	388	280	335	291
444	ENSG00000025156.13	HSF2	53	6	49	33	3	21	37	5	42	53	35	48
445	ENSG00000025293.17	PHF20	305	31	291	552	85	514	671	224	513	253	327	250
446	ENSG00000025423.11	HSD17B6	1	0	0	45	11	30	0	2	0	0	0	3
447	ENSG00000025434.19	NR1H3	23	0	14	275	63	247	16	11	12	11	69	20
448	ENSG00000025708.14	TYMP	28	9	30	71	29	50	661	727	504	224	1146	208
449	ENSG00000025770.19	NCAPH2	261	31	264	95	28	97	178	146	126	105	264	100
450	ENSG00000025772.8	TOMM34	120	13	124	155	26	148	51	67	46	48	128	49
451	ENSG00000025796.14	SEC63	994	137	954	1242	253	1090	786	256	606	735	589	825
452	ENSG00000025800.14	KPNA6	627	47	539	928	309	884	887	402	637	346	834	441
453	ENSG00000026025.16	VIM	439	79	389	3244	650	2940	1022	757	745	948	1504	997
454	ENSG00000026036.22	RTEL1-TNFRSF6B	78	18	45	58	2	69	84	176	55	52	242	83
455	ENSG00000026103.22	FAS	15	0	15	8	1	2	37	13	15	23	34	15
456	ENSG00000026297.16	RNASET2	892	146	835	1263	286	1163	1087	306	839	632	781	622
457	ENSG00000026508.19	CD44	813	82	751	9661	2299	8798	3042	5881	2198	1653	1970	1806
458	ENSG00000026559.14	KCNG1	9	6	8	5	20	4	42	63	24	5	7	4
459	ENSG00000026652.15	AGPAT4	1	0	0	216	47	179	3	1	2	2	1	2
460	ENSG00000026751.17	SLAMF7	2	0	0	897	173	741	24	807	24	21	8	13
461	ENSG00000026950.17	BTN3A1	110	5	83	213	47	189	412	32	328	62	192	65
462	ENSG00000027001.10	MIPEP	61	7	52	132	38	104	6	1	8	44	32	36
463	ENSG00000027075.15	PRKCH	0	3	2	6	6	8	1	0	1	0	1	2
464	ENSG00000027644.5	INSRR	0	0	0	0	0	0	0	0	0	0	0	0
465	ENSG00000027697.15	IFNGR1	162	17	145	813	211	680	612	275	451	404	800	400
466	ENSG00000027847.14	B4GALT7	94	3	91	129	21	125	176	54	121	52	254	66
467	ENSG00000027869.11	SH2D2A	3	9	1	1	0	0	3	1	4	3	20	0
468	ENSG00000028116.17	VRK2	59	3	52	102	26	96	83	40	56	31	34	37
469	ENSG00000028137.19	TNFRSF1B	425	70	388	5445	1365	4939	1847	826	1510	863	2518	883
470	ENSG00000028203.18	VEZT	189	25	213	536	136	438	422	98	319	168	240	188
471	ENSG00000028277.21	POU2F2	40	8	38	70	61	66	58	413	48	61	184	70
472	ENSG00000028310.18	BRD9	402	20	343	401	72	353	361	136	265	178	382	212
473	ENSG00000028528.15	SNX1	712	37	714	2778	225	2549	1376	473	1109	428	470	512
474	ENSG00000028839.10	TBPL1	47	14	56	107	14	104	61	40	40	33	24	44
475	ENSG00000029153.14	ARNTL2	95	22	64	168	56	178	12	38	9	93	86	80
476	ENSG00000029363.17	BCLAF1	1817	214	1760	1766	499	1621	1054	352	760	1146	987	1223
477	ENSG00000029364.12	SLC39A9	214	11	163	742	132	669	286	78	244	140	177	141
478	ENSG00000029534.21	ANK1	0	0	0	17	5	10	1	0	2	0	1	0
479	ENSG00000029559.7	IBSP	0	0	0	0	0	0	0	0	0	0	1	0
480	ENSG00000029639.11	TFB1M	71	9	55	55	14	56	51	8	32	77	45	64
481	ENSG00000029725.17	RABEP1	249	34	222	309	68	311	228	120	177	169	272	156
482	ENSG00000029993.15	HMGB3	252	27	190	237	124	239	70	21	50	215	565	261
483	ENSG00000030066.13	NUP160	362	30	337	296	62	292	241	49	184	179	191	153
484	ENSG00000030110.13	BAK1	208	6	184	1443	72	1348	556	154	401	168	98	171
485	ENSG00000030304.14	MUSK	0	2	0	0	0	0	2	1	5	0	1	0
486	ENSG00000030419.16	IKZF2	32	0	42	37	0	43	33	3	22	34	26	36
487	ENSG00000030582.18	GRN	1241	191	1191	2594	429	2445	3071	1272	2416	978	4896	936
488	ENSG00000031003.10	FAM13B	114	3	107	676	165	589	199	54	137	107	62	105
489	ENSG00000031081.11	ARHGAP31	2	0	3	258	62	236	18	328	14	10	10	13
490	ENSG00000031691.7	CENPQ	60	3	75	25	4	25	26	4	15	29	23	40
491	ENSG00000031698.13	SARS1	327	48	297	699	111	611	608	290	474	247	327	272
492	ENSG00000031823.14	RANBP3	398	66	351	406	139	398	529	241	413	255	829	310
493	ENSG00000032219.19	ARID4A	369	34	361	734	230	708	962	206	784	329	424	331
494	ENSG00000032389.12	EIPR1	105	0	123	203	4	192	75	16	52	46	60	53
495	ENSG00000032444.16	PNPLA6	193	21	182	1293	214	1346	586	181	453	220	892	275
496	ENSG00000032742.17	IFT88	44	8	33	43	4	32	108	31	69	45	45	30
497	ENSG00000033011.13	ALG1	176	40	158	172	65	150	130	77	82	107	170	134
498	ENSG00000033030.15	ZCCHC8	251	88	219	477	224	428	570	266	448	227	428	229
499	ENSG00000033050.9	ABCF2	440	72	434	373	26	326	154	72	110	146	283	144
500	ENSG00000033100.16	CHPF2	185	26	168	798	157	732	372	182	253	165	418	166
501	ENSG00000033122.21	LRRC7	50	49	46	77	77	51	188	61	142	20	83	39
502	ENSG00000033170.17	FUT8	41	28	30	85	133	61	205	17	165	67	96	35
503	ENSG00000033178.13	UBA6	183	10	180	451	78	426	379	85	279	156	105	176
504	ENSG00000033327.13	GAB2	292	6	245	327	81	286	463	198	315	255	914	267
505	ENSG00000033627.16	ATP6V0A1	226	58	172	1745	442	1608	1744	406	1328	379	839	396
506	ENSG00000033800.13	PIAS1	486	59	478	816	264	760	995	301	727	495	933	527
507	ENSG00000033867.16	SLC4A7	275	19	266	229	20	229	105	15	56	177	106	183
508	ENSG00000034053.14	APBA2	7	0	7	2	0	0	7	8	8	9	7	3
509	ENSG00000034152.19	MAP2K3	188	19	210	482	71	435	367	208	316	152	504	168
510	ENSG00000034239.11	EFCAB1	0	0	0	1	0	0	0	0	0	0	0	0
511	ENSG00000034510.6	TMSB10	1716	302	1534	18053	3092	16726	6588	2486	5045	1360	806	1384
512	ENSG00000034533.11	ASTE1	17	1	33	73	8	67	29	12	27	20	14	16
513	ENSG00000034677.13	RNF19A	61	21	71	1235	243	1114	210	122	163	84	57	71
514	ENSG00000034693.15	PEX3	84	9	71	65	33	56	24	12	8	33	35	25
515	ENSG00000034713.8	GABARAPL2	120	20	92	275	10	292	185	162	148	114	80	107
516	ENSG00000034971.17	MYOC	0	0	0	0	0	0	0	4	0	0	0	0
517	ENSG00000035115.22	SH3YL1	92	5	106	104	22	113	130	18	62	47	79	59
518	ENSG00000035141.8	FAM136A	456	33	454	334	73	310	139	38	114	230	435	278
519	ENSG00000035403.18	VCL	601	76	552	751	157	695	2183	247	1628	314	551	317
520	ENSG00000035499.13	DEPDC1B	26	3	27	2	0	4	9	2	11	9	8	7
521	ENSG00000035664.11	DAPK2	72	36	71	308	73	268	290	122	181	78	129	70
522	ENSG00000035681.9	NSMAF	403	27	328	873	172	820	518	124	371	331	495	334
523	ENSG00000035687.10	ADSS2	385	45	333	676	176	626	225	51	167	204	123	210
524	ENSG00000035720.8	STAP1	13	2	14	9	1	10	50	6	30	13	15	21
525	ENSG00000035862.12	TIMP2	208	46	202	2790	895	2632	2212	277	1729	565	1386	664
526	ENSG00000035928.16	RFC1	656	73	633	283	108	230	336	103	236	421	403	497
527	ENSG00000036054.13	TBC1D23	133	14	139	630	138	532	254	71	191	159	94	134
528	ENSG00000036257.13	CUL3	299	52	309	1407	252	1242	619	134	465	277	163	278
529	ENSG00000036448.10	MYOM2	1	0	1	2	0	0	10	1	5	0	0	1
530	ENSG00000036473.8	OTC	0	0	0	0	0	0	0	0	0	0	0	0
531	ENSG00000036530.9	CYP46A1	31	7	21	30	16	28	103	39	102	54	43	39
532	ENSG00000036549.13	AC118549.1	303	30	274	421	167	403	423	51	302	178	206	214
533	ENSG00000036565.15	SLC18A1	0	0	0	1	0	0	6	8	2	0	1	1
534	ENSG00000036672.16	USP2	16	0	13	1367	305	1327	1	0	0	13	25	5
535	ENSG00000036828.17	CASR	88	10	118	120	97	115	224	45	175	85	530	70
536	ENSG00000037042.9	TUBG2	16	3	10	72	5	43	37	5	20	5	23	2
537	ENSG00000037241.7	RPL26L1	64	2	61	102	30	88	50	24	50	47	51	40
538	ENSG00000037280.16	FLT4	15	1	22	1	0	2	6	1	1	3	18	0
539	ENSG00000037474.15	NSUN2	684	91	627	855	205	791	591	247	489	564	758	607
540	ENSG00000037637.11	FBXO42	172	18	172	534	116	483	285	261	257	139	261	135
541	ENSG00000037749.12	MFAP3	60	0	43	274	65	311	155	32	106	54	21	49
542	ENSG00000037757.14	MRI1	348	43	315	144	40	142	296	59	233	228	417	202
543	ENSG00000037897.17	METTL1	125	10	115	167	11	178	10	42	3	62	119	62
544	ENSG00000037965.6	HOXC8	0	0	0	0	0	0	0	1	0	0	1	0
545	ENSG00000038002.9	AGA	58	1	56	141	15	140	41	32	39	51	25	56
546	ENSG00000038210.14	PI4K2B	137	6	97	220	38	223	182	148	130	68	254	68
547	ENSG00000038219.13	BOD1L1	1065	107	980	1694	359	1642	2696	923	2140	838	1241	819
548	ENSG00000038274.17	MAT2B	261	23	253	1056	188	894	481	88	352	270	120	267
549	ENSG00000038295.8	TLL1	0	0	0	0	2	0	0	2	0	0	0	0
550	ENSG00000038358.15	EDC4	414	22	404	829	90	808	828	439	654	241	604	270
551	ENSG00000038382.20	TRIO	241	18	192	378	109	394	394	112	266	130	444	155
552	ENSG00000038427.16	VCAN	12	1	12	4	2	1	8	2	4	169	152	191
553	ENSG00000038532.16	CLEC16A	298	23	265	515	132	466	499	176	377	179	453	179
554	ENSG00000038945.15	MSR1	0	1	1	65	0	42	15	0	7	5	1	5
555	ENSG00000039068.19	CDH1	9	7	16	7	11	5	35	6	35	6	14	8
556	ENSG00000039123.16	MTREX	312	80	310	420	130	359	403	113	314	241	317	266
557	ENSG00000039139.9	DNAH5	0	2	0	0	0	0	0	1	0	0	0	0
558	ENSG00000039319.17	ZFYVE16	58	54	82	639	186	595	295	101	184	100	115	116
559	ENSG00000039523.20	RIPOR1	121	48	96	610	180	480	368	73	306	144	988	159
560	ENSG00000039537.13	C6	0	0	0	0	0	0	0	0	0	0	0	0
561	ENSG00000039560.14	RAI14	3	12	8	564	118	527	7	0	11	1	4	4
562	ENSG00000039600.11	SOX30	0	0	0	0	0	0	0	0	0	0	0	0
563	ENSG00000039650.12	PNKP	128	24	129	373	37	323	506	302	363	191	492	184
564	ENSG00000039987.7	BEST2	0	0	0	0	0	0	0	0	0	0	0	0
565	ENSG00000040199.18	PHLPP2	11	11	15	31	17	43	43	27	27	10	16	9
566	ENSG00000040275.17	SPDL1	146	10	123	87	27	95	25	16	21	76	51	74
567	ENSG00000040341.18	STAU2	164	22	153	103	28	102	155	38	117	116	153	126
568	ENSG00000040487.13	SLC66A1	42	10	48	342	73	298	107	61	85	65	133	76
569	ENSG00000040531.16	CTNS	33	2	36	587	102	527	78	13	51	66	98	50
570	ENSG00000040608.14	RTN4R	4	0	2	185	13	183	1	1	0	2	6	6
571	ENSG00000040633.13	PHF23	142	29	126	367	120	364	188	96	133	106	557	105
572	ENSG00000040731.10	CDH10	0	0	0	0	0	0	1	0	2	0	0	0
573	ENSG00000040933.16	INPP4A	300	8	306	698	79	625	813	145	659	232	294	240
574	ENSG00000041353.10	RAB27B	0	0	0	0	0	0	0	0	0	0	0	0
575	ENSG00000041357.16	PSMA4	1219	38	987	745	76	649	477	292	365	694	320	720
576	ENSG00000041515.16	MYO16	0	0	0	1	5	1	0	5	0	2	1	2
577	ENSG00000041802.11	LSG1	323	32	277	618	57	576	262	150	209	148	196	174
578	ENSG00000041880.14	PARP3	11	8	9	96	13	89	44	5	24	8	48	21
579	ENSG00000041982.16	TNC	8	1	4	420	77	427	1	21	1	7	3	4
580	ENSG00000041988.15	THAP3	33	1	37	49	10	44	54	47	27	22	81	21
581	ENSG00000042062.13	RIPOR3	0	3	3	15	16	8	37	13	23	5	8	5
582	ENSG00000042088.14	TDP1	227	6	211	429	53	379	95	11	87	120	88	135
583	ENSG00000042286.15	AIFM2	4	7	2	16	6	4	14	12	11	2	8	4
584	ENSG00000042304.12	C2orf83	12	18	11	18	5	12	89	18	42	6	45	16
585	ENSG00000042317.17	SPATA7	9	1	12	8	2	9	8	5	8	8	5	6
586	ENSG00000042429.12	MED17	233	55	232	475	156	486	471	219	381	198	306	214
587	ENSG00000042445.14	RETSAT	90	16	80	363	59	407	305	63	236	86	268	76
588	ENSG00000042493.16	CAPG	412	90	411	1047	132	1041	916	343	718	526	3542	537
589	ENSG00000042753.12	AP2S1	194	18	186	484	52	437	184	70	131	158	197	174
590	ENSG00000042781.14	USH2A	0	2	0	0	0	0	7	2	5	0	0	0
591	ENSG00000042813.8	ZPBP	0	0	0	0	0	0	0	0	0	0	0	0
592	ENSG00000042832.12	TG	1	2	1	23	0	22	2	2	1	0	2	0
593	ENSG00000042980.13	ADAM28	47	3	31	402	72	361	747	75	630	344	393	316
594	ENSG00000043039.7	BARX2	3	1	3	0	6	1	5	3	11	6	4	0
595	ENSG00000043093.15	DCUN1D1	236	21	216	394	123	375	549	110	417	352	154	330
596	ENSG00000043143.20	JADE2	136	9	121	354	76	312	243	85	211	87	201	91
597	ENSG00000043355.12	ZIC2	0	14	0	2	0	1	0	0	0	0	0	0
598	ENSG00000043462.12	LCP2	620	86	601	446	127	442	1432	601	1152	703	945	753
599	ENSG00000043514.17	TRIT1	143	10	119	131	23	131	141	26	105	93	103	97
600	ENSG00000043591.6	ADRB1	6	0	2	0	0	0	3	2	2	6	7	1
601	ENSG00000044012.4	GUCA2B	0	0	0	6	0	4	0	0	0	0	0	0
602	ENSG00000044090.10	CUL7	96	8	74	586	40	572	419	121	346	64	258	81
603	ENSG00000044115.21	CTNNA1	23	98	18	492	90	496	16	8	15	15	30	24
604	ENSG00000044446.12	PHKA2	286	12	322	254	39	270	709	143	604	206	327	235
605	ENSG00000044459.15	CNTLN	65	5	43	21	13	26	45	42	26	60	67	50
606	ENSG00000044524.11	EPHA3	0	1	1	0	0	1	0	0	1	1	2	2
607	ENSG00000044574.8	HSPA5	1727	191	1691	2611	383	2352	2032	1328	1480	1436	1675	1529
608	ENSG00000046604.13	DSG2	35	4	30	12	32	14	55	78	55	19	54	30
609	ENSG00000046647.13	GEMIN8	43	2	32	78	8	70	49	15	22	33	67	28
610	ENSG00000046651.15	OFD1	149	5	115	446	156	410	181	161	161	117	126	126
611	ENSG00000046653.15	GPM6B	4	2	5	15	4	10	0	4	0	2	1	2
612	ENSG00000046774.10	MAGEC2	0	0	0	0	0	0	0	0	0	0	0	0
613	ENSG00000046889.19	PREX2	4	8	4	7	2	5	8	7	0	4	19	2
614	ENSG00000047056.16	WDR37	79	5	71	467	82	406	305	52	231	79	225	83
615	ENSG00000047188.16	YTHDC2	110	22	100	72	35	61	292	57	223	80	91	109
616	ENSG00000047230.15	CTPS2	86	13	83	40	0	40	82	14	69	49	27	45
617	ENSG00000047249.18	ATP6V1H	56	25	61	613	78	554	97	38	78	50	104	57
618	ENSG00000047315.17	POLR2B	564	64	509	1695	389	1577	896	284	701	518	592	485
619	ENSG00000047346.12	FAM214A	63	11	48	387	68	356	273	24	203	89	80	98
620	ENSG00000047365.12	ARAP2	53	6	61	335	88	329	99	164	86	103	94	77
621	ENSG00000047410.14	TPR	1460	196	1335	1433	376	1369	1538	439	1139	760	1134	789
622	ENSG00000047457.14	CP	0	0	0	0	0	1	0	1	0	0	0	0
623	ENSG00000047578.13	KIAA0556	133	12	126	562	87	509	448	107	324	80	260	88
624	ENSG00000047579.20	DTNBP1	64	7	49	58	8	64	37	22	27	48	46	45
625	ENSG00000047597.7	XK	5	0	4	6	0	9	34	4	35	1	1	3
626	ENSG00000047617.15	ANO2	0	0	0	0	0	0	0	0	0	0	1	0
627	ENSG00000047621.12	C12orf4	80	6	67	147	15	134	139	32	93	77	82	61
628	ENSG00000047634.15	SCML1	2	0	1	2	0	3	0	0	2	1	3	5
629	ENSG00000047644.19	WWC3	10	3	12	156	34	135	145	37	119	40	48	32
630	ENSG00000047648.23	ARHGAP6	0	0	0	13	0	13	1	0	7	0	0	0
631	ENSG00000047662.5	FAM184B	0	0	2	3	2	2	2	1	1	0	2	0
632	ENSG00000047849.21	MAP4	669	89	591	1115	303	982	599	213	426	252	789	313
633	ENSG00000047932.14	GOPC	337	12	314	546	109	552	298	69	247	220	211	231
634	ENSG00000047936.10	ROS1	0	0	0	0	0	0	0	0	0	0	0	0
635	ENSG00000048028.11	USP28	129	11	125	382	81	351	194	31	150	91	157	91
636	ENSG00000048052.21	HDAC9	33	7	35	359	80	335	24	9	19	9	26	10
637	ENSG00000048140.18	TSPAN17	25	0	17	2316	299	2141	60	22	82	21	66	24
