Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
amide biosynthetic process (GO:0043604)	1/52	0.34693675871324425	0.4727591565399142	0	0	2.3948196562575648	2.5351866632365088	CERS2
cartilage development (GO:0051216)	1/52	0.34693675871324425	0.4727591565399142	0	0	2.3948196562575648	2.5351866632365088	SNX19
regulation of intrinsic apoptotic signaling pathway (GO:2001242)	1/52	0.34693675871324425	0.4727591565399142	0	0	2.3948196562575648	2.5351866632365088	BCLAF1
regulation of release of sequestered calcium ion into cytosol (GO:0051279)	1/52	0.34693675871324425	0.4727591565399142	0	0	2.3948196562575648	2.5351866632365088	PDPK1
glycolipid metabolic process (GO:0006664)	1/52	0.34693675871324425	0.4727591565399142	0	0	2.3948196562575648	2.5351866632365088	B3GNT5
positive regulation of protein localization to cell periphery (GO:1904377)	1/52	0.34693675871324425	0.4727591565399142	0	0	2.3948196562575648	2.5351866632365088	PDPK1
positive regulation of protein localization to plasma membrane (GO:1903078)	1/52	0.34693675871324425	0.4727591565399142	0	0	2.3948196562575648	2.5351866632365088	PDPK1
negative regulation of protein phosphorylation (GO:0001933)	2/152	0.35201406233435456	0.4774842143302475	0	0	1.6303933747412007	1.7022678879546802	PDPK1;NCK1
bicellular tight junction assembly (GO:0070830)	1/53	0.3522730896330789	0.4774842143302475	0	0	2.3486467236467234	2.450457227227342	ARL2
positive regulation of macroautophagy (GO:0016239)	1/53	0.3522730896330789	0.4774842143302475	0	0	2.3486467236467234	2.450457227227342	RAB3GAP2
IRE1-mediated unfolded protein response (GO:0036498)	1/53	0.3522730896330789	0.4774842143302475	0	0	2.3486467236467234	2.450457227227342	HYOU1
positive regulation of gene expression (GO:0010628)	5/482	0.3568968358745249	0.48147143851044405	0	0	1.2843988005201283	1.3233270196824543	TAF1D;MAP2K2;METTL3;DHX36;BRAF
regulation of megakaryocyte differentiation (GO:0045652)	1/54	0.35756608136694207	0.48147143851044405	0	0	2.304216165851386	2.369736762084265	CBFB
glycosaminoglycan metabolic process (GO:0030203)	1/54	0.35756608136694207	0.48147143851044405	0	0	2.304216165851386	2.369736762084265	GPC4
unsaturated fatty acid metabolic process (GO:0033559)	1/54	0.35756608136694207	0.48147143851044405	0	0	2.304216165851386	2.369736762084265	ELOVL1
positive regulation of protein kinase activity (GO:0045860)	2/154	0.357903724094791	0.48147143851044405	0	0	1.6087773782281791	1.6530046887521572	MAP2K2;TELO2
cellular component assembly (GO:0022607)	3/261	0.35804138284534	0.48147143851044405	0	0	1.4228924418604652	1.4614623671330211	YTHDF2;RAC2;RHOQ
protein targeting to mitochondrion (GO:0006626)	1/55	0.3628160837909144	0.48597383700434404	0	0	2.2614311842706902	2.292772877677227	PITRM1
regulation of blood vessel endothelial cell migration (GO:0043535)	1/55	0.3628160837909144	0.48597383700434404	0	0	2.2614311842706902	2.292772877677227	PDPK1
ceramide metabolic process (GO:0006672)	1/55	0.3628160837909144	0.48597383700434404	0	0	2.2614311842706902	2.292772877677227	CERS2
mitotic spindle organization (GO:0007052)	2/157	0.3667019677981965	0.4872020203528451	0	0	1.577399318773793	1.5824562049538013	CENPF;CENPM
protein-containing complex disassembly (GO:0032984)	1/56	0.36802344394559333	0.4872020203528451	0	0	2.22020202020202	2.2193331140986974	STX17
nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:0000288)	1/56	0.36802344394559333	0.4872020203528451	0	0	2.22020202020202	2.2193331140986974	LSM5
DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)	1/56	0.36802344394559333	0.4872020203528451	0	0	2.22020202020202	2.2193331140986974	CARM1
positive regulation of establishment of protein localization to mitochondrion (GO:1903749)	1/56	0.36802344394559333	0.4872020203528451	0	0	2.22020202020202	2.2193331140986974	RAC2
glycosaminoglycan catabolic process (GO:0006027)	1/56	0.36802344394559333	0.4872020203528451	0	0	2.22020202020202	2.2193331140986974	GPC4
sensory organ development (GO:0007423)	1/56	0.36802344394559333	0.4872020203528451	0	0	2.22020202020202	2.2193331140986974	BLOC1S3
tight junction assembly (GO:0120192)	1/56	0.36802344394559333	0.4872020203528451	0	0	2.22020202020202	2.2193331140986974	ARL2
mitochondrial transport (GO:0006839)	1/56	0.36802344394559333	0.4872020203528451	0	0	2.22020202020202	2.2193331140986974	PITRM1
organonitrogen compound biosynthetic process (GO:1901566)	2/158	0.3696245876236202	0.48805727203015487	0	0	1.5672081541646758	1.5597912106687213	ELOVL1;CERS2
T cell receptor signaling pathway (GO:0050852)	2/158	0.3696245876236202	0.48805727203015487	0	0	1.5672081541646758	1.5597912106687213	PDPK1;NCK1
negative regulation of signal transduction (GO:0009968)	3/267	0.37135087929961424	0.488972632179827	0	0	1.390127840909091	1.3770716170769526	YTHDF2;METTL3;NCK1
protein autophosphorylation (GO:0046777)	2/159	0.37254195740229007	0.488972632179827	0	0	1.5571468133085413	1.5375354993410624	MAP2K2;PDPK1
carboxylic acid transport (GO:0046942)	1/57	0.3731885059689482	0.488972632179827	0	0	2.1804453262786594	2.1492030532333133	SLC38A6
regulation of mitotic nuclear division (GO:0007088)	1/57	0.3731885059689482	0.488972632179827	0	0	2.1804453262786594	2.1492030532333133	MKI67
renal system development (GO:0072001)	1/57	0.3731885059689482	0.488972632179827	0	0	2.1804453262786594	2.1492030532333133	CENPF
positive regulation of gene expression, epigenetic (GO:0045815)	1/57	0.3731885059689482	0.488972632179827	0	0	2.1804453262786594	2.1492030532333133	TAF1D
positive regulation of cell migration (GO:0030335)	3/269	0.37577702956881454	0.4917338338275652	0	0	1.3795347744360902	1.3502325149237044	ELP3;ELP5;CBLL1
autophagosome assembly (GO:0000045)	1/58	0.378311611446271	0.49259165148965217	0	0	2.142083604071908	2.0821846360576175	STX17
negative regulation of hydrolase activity (GO:0051346)	1/58	0.378311611446271	0.49259165148965217	0	0	2.142083604071908	2.0821846360576175	ARL2
eye development (GO:0001654)	1/58	0.378311611446271	0.49259165148965217	0	0	2.142083604071908	2.0821846360576175	BLOC1S3
positive regulation of protein kinase B signaling (GO:0051897)	2/161	0.378360515087453	0.49259165148965217	0	0	1.5374038048361265	1.4942147408596873	PDPK1;RAC2
protein polymerization (GO:0051258)	1/59	0.3833930990867634	0.49661311440642864	0	0	2.1050446998722863	2.0180946661060304	PREX1
phospholipid transport (GO:0015914)	1/59	0.3833930990867634	0.49661311440642864	0	0	2.1050446998722863	2.0180946661060304	NPC2
positive regulation of apoptotic signaling pathway (GO:2001235)	1/59	0.3833930990867634	0.49661311440642864	0	0	2.1050446998722863	2.0180946661060304	BCLAF1
mitotic DNA damage checkpoint signaling (GO:0044773)	1/59	0.3833930990867634	0.49661311440642864	0	0	2.1050446998722863	2.0180946661060304	CDK2
double-strand break repair (GO:0006302)	2/164	0.38704633300674923	0.5006038304292518	0	0	1.5087033202975233	1.4320775906083965	FEN1;SMARCAD1
apical junction assembly (GO:0043297)	1/60	0.38843330482426297	0.5006038304292518	0	0	2.0692613517472274	1.956763470002456	ARL2
Notch signaling pathway (GO:0007219)	1/60	0.38843330482426297	0.5006038304292518	0	0	2.0692613517472274	1.956763470002456	SNW1
peptidyl-threonine phosphorylation (GO:0018107)	1/60	0.38843330482426297	0.5006038304292518	0	0	2.0692613517472274	1.956763470002456	PDPK1
regulation of endocytosis (GO:0030100)	1/61	0.3934325620766344	0.5045019804796993	0	0	2.0346707818930043	1.898033697611302	CBLL1
O-glycan processing (GO:0016266)	1/61	0.3934325620766344	0.5045019804796993	0	0	2.0346707818930043	1.898033697611302	B3GNT5
pattern recognition receptor signaling pathway (GO:0002221)	1/61	0.3934325620766344	0.5045019804796993	0	0	2.0346707818930043	1.898033697611302	HSP90B1
positive regulation of DNA biosynthetic process (GO:2000573)	1/61	0.3934325620766344	0.5045019804796993	0	0	2.0346707818930043	1.898033697611302	POLG2
plasma membrane bounded cell projection assembly (GO:0120031)	3/278	0.3956133866264633	0.5066627583110845	0	0	1.3337727272727273	1.2368312458568587	PLK4;FXYD5;ARHGEF6
negative regulation of kinase activity (GO:0033673)	1/62	0.3983912014685029	0.5076755709486408	0	0	2.0012143290831816	1.841759248725616	PDPK1
glucose metabolic process (GO:0006006)	1/62	0.3983912014685029	0.5076755709486408	0	0	2.0012143290831816	1.841759248725616	SLC25A1
response to retinoic acid (GO:0032526)	1/62	0.3983912014685029	0.5076755709486408	0	0	2.0012143290831816	1.841759248725616	SNW1
stress-activated MAPK cascade (GO:0051403)	1/62	0.3983912014685029	0.5076755709486408	0	0	2.0012143290831816	1.841759248725616	ARHGEF6
positive regulation of cellular process (GO:0048522)	6/625	0.4007766255242244	0.5096350381585524	0	0	1.1865038123951719	1.0848810072412525	ACLY;BCLAF1;CNBP;DHX36;CDK2;ACACA
peptidyl-serine modification (GO:0018209)	2/169	0.4014040630523188	0.5096350381585524	0	0	1.4631606352512367	1.3355535977689137	PDPK1;CDK2
regulation of apoptotic process (GO:0042981)	7/742	0.4014248588235173	0.5096350381585524	0	0	1.1661782661782663	1.0644116197626698	PREX1;BCLAF1;BRAF;AATF;EEF1E1;HSP90B1;ARHGEF6
neuropeptide signaling pathway (GO:0007218)	1/63	0.4033095509093483	0.5101266844422697	0	0	1.968837116686579	1.787804306872361	GLRA3
positive regulation of DNA metabolic process (GO:0051054)	1/63	0.4033095509093483	0.5101266844422697	0	0	1.968837116686579	1.787804306872361	DHX36
positive regulation of Ras protein signal transduction (GO:0046579)	1/63	0.4033095509093483	0.5101266844422697	0	0	1.968837116686579	1.787804306872361	SHOC2
positive regulation of nucleic acid-templated transcription (GO:1903508)	5/511	0.4038120928789087	0.5101309751820082	0	0	1.208973332666233	1.0963038195736077	RAI1;MAP2K2;CNBP;EPC1;AHR
protein secretion (GO:0009306)	1/64	0.40818793582019586	0.5131218578207136	0	0	1.937487752302567	1.7360424689962717	SNX19
negative regulation of cell cycle process (GO:0010948)	1/64	0.40818793582019586	0.5131218578207136	0	0	1.937487752302567	1.7360424689962717	EPC1
negative regulation of intrinsic apoptotic signaling pathway (GO:2001243)	1/64	0.40818793582019586	0.5131218578207136	0	0	1.937487752302567	1.7360424689962717	HYOU1
diterpenoid metabolic process (GO:0016101)	1/64	0.40818793582019586	0.5131218578207136	0	0	1.937487752302567	1.7360424689962717	GPC4
regulation of cellular catabolic process (GO:0031329)	1/65	0.4130266789363932	0.5166625041285114	0	0	1.9071180555555556	1.6863559628178315	VPS29
regulation of RNA metabolic process (GO:0051252)	1/65	0.4130266789363932	0.5166625041285114	0	0	1.9071180555555556	1.6863559628178315	YTHDF2
inorganic anion transmembrane transport (GO:0098661)	1/65	0.4130266789363932	0.5166625041285114	0	0	1.9071180555555556	1.6863559628178315	GLRA3
protein autoubiquitination (GO:0051865)	1/65	0.4130266789363932	0.5166625041285114	0	0	1.9071180555555556	1.6863559628178315	RNFT1
positive regulation of T cell proliferation (GO:0042102)	1/66	0.4178261004589483	0.5220272306467545	0	0	1.8776828110161443	1.6386349384232743	NCK1
mitochondrion organization (GO:0007005)	2/175	0.4184235714540081	0.5221298557350077	0	0	1.411984346389976	1.2302069369554718	POLG2;PITRM1
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	4/404	0.4189300212355248	0.5221298557350077	0	0	1.2224528301886792	1.0635967801617396	SHOC2;ATP6V1E2;RHOQ;NCK1
anion transmembrane transport (GO:0098656)	1/67	0.42258651787075835	0.5247672190327035	0	0	1.8491395435839881	1.5927768290125943	SLC25A1
peptidyl-threonine modification (GO:0018210)	1/67	0.42258651787075835	0.5247672190327035	0	0	1.8491395435839881	1.5927768290125943	PDPK1
vascular endothelial growth factor receptor signaling pathway (GO:0048010)	1/67	0.42258651787075835	0.5247672190327035	0	0	1.8491395435839881	1.5927768290125943	NCK1
negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512)	1/68	0.4273082462975334	0.5287034233850837	0	0	1.8214483139856275	1.548685769428787	PDPK1
regulation of myeloid cell differentiation (GO:0045637)	1/68	0.4273082462975334	0.5287034233850837	0	0	1.8214483139856275	1.548685769428787	CBFB
positive regulation of protein localization to nucleus (GO:1900182)	1/68	0.4273082462975334	0.5287034233850837	0	0	1.8214483139856275	1.548685769428787	DMAP1
cellular response to calcium ion (GO:0071277)	1/69	0.43199159826163225	0.5332070210427393	0	0	1.7945715323166302	1.506272071233797	BRAF
cellular response to decreased oxygen levels (GO:0036294)	1/69	0.43199159826163225	0.5332070210427393	0	0	1.7945715323166302	1.506272071233797	HYOU1
regulation of cell cycle (GO:0051726)	3/296	0.43475401269034614	0.5359693618450347	0	0	1.2506825938566553	1.0417872034345748	CDK7;CENPF;METTL3
positive regulation of cell-substrate adhesion (GO:0010811)	1/70	0.43663688368773607	0.5369950603235455	0	0	1.7684737877974592	1.4654517446969246	ARL2
kidney development (GO:0001822)	1/70	0.43663688368773607	0.5369950603235455	0	0	1.7684737877974592	1.4654517446969246	CENPF
Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096)	1/71	0.4412444101369501	0.5407095769304112	0	0	1.743121693121693	1.42614606298007	NCK1
regulation of TOR signaling (GO:0032006)	1/71	0.4412444101369501	0.5407095769304112	0	0	1.743121693121693	1.42614606298007	TELO2
myeloid leukocyte differentiation (GO:0002573)	1/71	0.4412444101369501	0.5407095769304112	0	0	1.743121693121693	1.42614606298007	CDK2
extrinsic apoptotic signaling pathway (GO:0097191)	1/72	0.4458144826249839	0.5442161483634287	0	0	1.7184837419579204	1.3882811667315713	PDPK1
Fc-gamma receptor signaling pathway (GO:0038094)	1/72	0.4458144826249839	0.5442161483634287	0	0	1.7184837419579204	1.3882811667315713	NCK1
positive regulation of neurogenesis (GO:0050769)	1/72	0.4458144826249839	0.5442161483634287	0	0	1.7184837419579204	1.3882811667315713	SNW1
antigen receptor-mediated signaling pathway (GO:0050851)	2/185	0.44623594161306585	0.5442161483634287	0	0	1.3341479143332315	1.0765338911740852	PDPK1;NCK1
negative regulation of cell adhesion (GO:0007162)	1/73	0.45034740376255816	0.5472711612905284	0	0	1.6945301783264746	1.3517877021085534	CBLL1
regulation of actin filament polymerization (GO:0030833)	1/73	0.45034740376255816	0.5472711612905284	0	0	1.6945301783264746	1.3517877021085534	NCK1
ubiquitin-dependent ERAD pathway (GO:0030433)	1/73	0.45034740376255816	0.5472711612905284	0	0	1.6945301783264746	1.3517877021085534	HSP90B1
regulation of cytokine-mediated signaling pathway (GO:0001959)	1/74	0.45484347370765915	0.550118378851157	0	0	1.6712328767123288	1.3166004908454019	CBFB
cellular response to amino acid starvation (GO:0034198)	1/74	0.45484347370765915	0.550118378851157	0	0	1.6712328767123288	1.3166004908454019	ATP6V1E2
DNA damage response, signal transduction by p53 class mediator (GO:0030330)	1/74	0.45484347370765915	0.550118378851157	0	0	1.6712328767123288	1.3166004908454019	CARM1
Fc receptor mediated stimulatory signaling pathway (GO:0002431)	1/74	0.45484347370765915	0.550118378851157	0	0	1.6712328767123288	1.3166004908454019	NCK1
cellular protein modification process (GO:0006464)	9/1025	0.4581550747909774	0.5515953653858731	0	0	1.0826068616422948	0.8450261453013614	PLK4;CDK7;ICMT;PDPK1;B3GNT5;CDK2;VWA1;BRAF;HSP90B1
nucleic acid phosphodiester bond hydrolysis (GO:0090305)	1/75	0.45930299015986104	0.5515953653858731	0	0	1.6485652318985653	1.2826582283362609	FEN1
fibroblast growth factor receptor signaling pathway (GO:0008543)	1/75	0.45930299015986104	0.5515953653858731	0	0	1.6485652318985653	1.2826582283362609	SHOC2
response to amino acid starvation (GO:1990928)	1/75	0.45930299015986104	0.5515953653858731	0	0	1.6485652318985653	1.2826582283362609	ATP6V1E2
positive regulation of lymphocyte proliferation (GO:0050671)	1/75	0.45930299015986104	0.5515953653858731	0	0	1.6485652318985653	1.2826582283362609	NCK1
positive regulation of T cell activation (GO:0050870)	1/75	0.45930299015986104	0.5515953653858731	0	0	1.6485652318985653	1.2826582283362609	NCK1
regulation of cell division (GO:0051302)	1/76	0.4637262486347202	0.5523638998889091	0	0	1.6265020576131688	1.2499032061814845	PLK4
cellular response to hormone stimulus (GO:0032870)	1/76	0.4637262486347202	0.5523638998889091	0	0	1.6265020576131688	1.2499032061814845	BRD8
chloride transport (GO:0006821)	1/76	0.4637262486347202	0.5523638998889091	0	0	1.6265020576131688	1.2499032061814845	GLRA3
establishment of protein localization to organelle (GO:0072594)	1/76	0.4637262486347202	0.5523638998889091	0	0	1.6265020576131688	1.2499032061814845	IPO13
regulation of T cell proliferation (GO:0042129)	1/76	0.4637262486347202	0.5523638998889091	0	0	1.6265020576131688	1.2499032061814845	NCK1
RNA transport (GO:0050658)	1/76	0.4637262486347202	0.5523638998889091	0	0	1.6265020576131688	1.2499032061814845	SRSF11
protein import into nucleus (GO:0006606)	1/76	0.4637262486347202	0.5523638998889091	0	0	1.6265020576131688	1.2499032061814845	IPO13
cholesterol metabolic process (GO:0008203)	1/77	0.4681135420218961	0.5562930697050904	0	0	1.605019493177388	1.218281060324893	ACLY
positive regulation of endothelial cell proliferation (GO:0001938)	1/77	0.4681135420218961	0.5562930697050904	0	0	1.605019493177388	1.218281060324893	PDPK1
protein modification process (GO:0036211)	1/78	0.47246516090870777	0.5604988553991916	0	0	1.5840949174282508	1.1877405372355525	ICMT
cilium assembly (GO:0060271)	3/314	0.47294221006791376	0.5604988553991916	0	0	1.1772106109324758	0.881474204437801	PLK4;HAUS3;HAUS1
protein localization to membrane (GO:0072657)	2/195	0.473297957152155	0.5604988553991916	0	0	1.264377433784958	0.945792451893188	ABHD17A;BRAF
recombinational repair (GO:0000725)	1/79	0.47678139368691286	0.5633185946219942	0	0	1.5637068692624247	1.1582332798244848	FEN1
regulation of cellular response to heat (GO:1900034)	1/79	0.47678139368691286	0.5633185946219942	0	0	1.5637068692624247	1.1582332798244848	CHORDC1
regulation of fat cell differentiation (GO:0045598)	1/80	0.481062526308971	0.5670656307817398	0	0	1.543834974214721	1.1297136316546705	CARM1
positive regulation of cell adhesion (GO:0045785)	1/80	0.481062526308971	0.5670656307817398	0	0	1.543834974214721	1.1297136316546705	ARL2
positive regulation of cellular amide metabolic process (GO:0034250)	1/81	0.4853088424813051	0.5714120242118593	0	0	1.5244598765432098	1.1021384552343962	METTL3
regulation of macromolecule metabolic process (GO:0060255)	2/200	0.4865301078782612	0.5721907597831795	0	0	1.2321350147437105	0.8876996710994104	CDK2;AHR
regulation of G protein-coupled receptor signaling pathway (GO:0008277)	1/82	0.48952062353181935	0.5750460658040453	0	0	1.5055631763450694	1.0754669655494018	GIT2
generation of neurons (GO:0048699)	2/202	0.4917653296642167	0.5770197094337882	0	0	1.2196894409937888	0.8656790307877157	YTHDF2;ELP3
peptide metabolic process (GO:0006518)	1/83	0.4936981487578426	0.5772992082729006	0	0	1.4871273712737128	1.049660574989382	CPD
glycoprotein biosynthetic process (GO:0009101)	1/83	0.4936981487578426	0.5772992082729006	0	0	1.4871273712737128	1.049660574989382	B3GNT5
long-chain fatty acid metabolic process (GO:0001676)	1/83	0.4936981487578426	0.5772992082729006	0	0	1.4871273712737128	1.049660574989382	ELOVL1
anaphase-promoting complex-dependent catabolic process (GO:0031145)	1/84	0.4978416949513665	0.5801530356217748	0	0	1.4691358024691359	1.024682752590642	CDK2
regulation of cytokinesis (GO:0032465)	1/84	0.4978416949513665	0.5801530356217748	0	0	1.4691358024691359	1.024682752590642	PLK4
vascular transport (GO:0010232)	1/84	0.4978416949513665	0.5801530356217748	0	0	1.4691358024691359	1.024682752590642	SLC29A1
retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)	1/85	0.5019515368093952	0.5842761624364486	0	0	1.451572604350382	1.0004988912765003	COPB1
regulation of protein kinase B signaling (GO:0051896)	2/207	0.5047065018265384	0.5850232599009381	0	0	1.1896379336464171	0.8134484886819341	PDPK1;RAC2
negative regulation of cellular amide metabolic process (GO:0034249)	1/86	0.5060279469201853	0.5850232599009381	0	0	1.4344226579520698	0.9770761862576653	DHX36
regulation of Ras protein signal transduction (GO:0046578)	1/86	0.5060279469201853	0.5850232599009381	0	0	1.4344226579520698	0.9770761862576653	SHOC2
positive regulation of endothelial cell migration (GO:0010595)	1/86	0.5060279469201853	0.5850232599009381	0	0	1.4344226579520698	0.9770761862576653	PDPK1
positive regulation of proteasomal protein catabolic process (GO:1901800)	1/86	0.5060279469201853	0.5850232599009381	0	0	1.4344226579520698	0.9770761862576653	RNFT1
transport across blood-brain barrier (GO:0150104)	1/86	0.5060279469201853	0.5850232599009381	0	0	1.4344226579520698	0.9770761862576653	SLC29A1
protein targeting to membrane (GO:0006612)	1/87	0.5100711954331498	0.5877032263051625	0	0	1.4176715475165087	0.9543835232773217	ICMT
calcium ion transmembrane transport (GO:0070588)	1/87	0.5100711954331498	0.5877032263051625	0	0	1.4176715475165087	0.9543835232773217	TRPM7
ERAD pathway (GO:0036503)	1/87	0.5100711954331498	0.5877032263051625	0	0	1.4176715475165087	0.9543835232773217	HSP90B1
positive regulation of neuron projection development (GO:0010976)	1/88	0.514081550552652	0.5916569196675792	0	0	1.4013055200794664	0.9323913727203981	DHX36
second-messenger-mediated signaling (GO:0019932)	1/89	0.5180592781826556	0.5942273650983997	0	0	1.3853114478114479	0.9110716936880517	PDPK1
post-Golgi vesicle-mediated transport (GO:0006892)	1/89	0.5180592781826556	0.5942273650983997	0	0	1.3853114478114479	0.9110716936880517	BLOC1S3
protein import (GO:0017038)	1/89	0.5180592781826556	0.5942273650983997	0	0	1.3853114478114479	0.9110716936880517	IPO13
cellular amino acid catabolic process (GO:0009063)	1/90	0.5220046421448535	0.5954115449464735	0	0	1.3696767928977667	0.8903978433689244	GLS
negative regulation of protein kinase activity (GO:0006469)	1/90	0.5220046421448535	0.5954115449464735	0	0	1.3696767928977667	0.8903978433689244	PDPK1
regulation of mRNA splicing, via spliceosome (GO:0048024)	1/90	0.5220046421448535	0.5954115449464735	0	0	1.3696767928977667	0.8903978433689244	SNW1
mitochondrial respiratory chain complex assembly (GO:0033108)	1/90	0.5220046421448535	0.5954115449464735	0	0	1.3696767928977667	0.8903978433689244	PET117
protein complex oligomerization (GO:0051259)	1/90	0.5220046421448535	0.5954115449464735	0	0	1.3696767928977667	0.8903978433689244	GLRA3
toll-like receptor signaling pathway (GO:0002224)	1/91	0.5259179042703525	0.598539084815479	0	0	1.354389574759945	0.8703444931544198	HSP90B1
positive regulation of transport (GO:0051050)	1/91	0.5259179042703525	0.598539084815479	0	0	1.354389574759945	0.8703444931544198	CBLL1
cellular response to fibroblast growth factor stimulus (GO:0044344)	1/92	0.5297993239647649	0.6002826043148445	0	0	1.3394383394383393	0.8508875519495138	SHOC2
retinoid metabolic process (GO:0001523)	1/92	0.5297993239647649	0.6002826043148445	0	0	1.3394383394383393	0.8508875519495138	GPC4
T cell activation (GO:0042110)	1/92	0.5297993239647649	0.6002826043148445	0	0	1.3394383394383393	0.8508875519495138	NCK1
positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100)	1/92	0.5297993239647649	0.6002826043148445	0	0	1.3394383394383393	0.8508875519495138	SNW1
positive regulation of peptidyl-serine phosphorylation (GO:0033138)	1/93	0.5336491588688315	0.6039750170143364	0	0	1.3248121309715513	0.8320040920161409	BRAF
cellular response to lipid (GO:0071396)	2/219	0.5348879026336638	0.6047073412517747	0	0	1.123164553338867	0.7027619066009815	SNW1;AHR
post-translational protein modification (GO:0043687)	3/345	0.5357993762058096	0.6049470848529802	0	0	1.0688048245614035	0.6669293860501972	ICMT;VWA1;HSP90B1
negative regulation of cell death (GO:0060548)	1/94	0.5374676644290666	0.6049470848529802	0	0	1.3105004646223284	0.8136722826069287	NCK1
negative regulation of cellular protein metabolic process (GO:0032269)	1/94	0.5374676644290666	0.6049470848529802	0	0	1.3105004646223284	0.8136722826069287	DHX36
hemopoiesis (GO:0030097)	1/94	0.5374676644290666	0.6049470848529802	0	0	1.3105004646223284	0.8136722826069287	YTHDF2
cellular transition metal ion homeostasis (GO:0046916)	1/96	0.5450116988754113	0.6120900618139236	0	0	1.2827810266406758	0.7785814025748058	SLC39A7
regulation of vesicle-mediated transport (GO:0060627)	1/96	0.5450116988754113	0.6120900618139236	0	0	1.2827810266406758	0.7785814025748058	MAP2K2
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	2/224	0.5470895839076674	0.6135776352199671	0	0	1.097588271501315	0.6620023720333365	PDPK1;DHX36
double-strand break repair via homologous recombination (GO:0000724)	1/97	0.5487377285626712	0.6135776352199671	0	0	1.2693544238683128	0.7617836076376143	FEN1
positive regulation of cold-induced thermogenesis (GO:0120162)	1/97	0.5487377285626712	0.6135776352199671	0	0	1.2693544238683128	0.7617836076376143	FH
glycosaminoglycan biosynthetic process (GO:0006024)	1/97	0.5487377285626712	0.6135776352199671	0	0	1.2693544238683128	0.7617836076376143	GPC4
mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427)	1/99	0.5560990493249911	0.6211292113772031	0	0	1.2433232552280171	0.7295930949618845	SRSF11
positive regulation of protein localization to membrane (GO:1905477)	1/101	0.5633410111818751	0.6283525805973803	0	0	1.2183333333333333	0.6991651090035477	PDPK1
regulation of autophagy (GO:0010506)	2/231	0.5637958086181973	0.6283525805973803	0	0	1.0636578155089642	0.609543081784614	VPS29;ATP6V1E2
protein O-linked glycosylation (GO:0006493)	1/102	0.5669178348455791	0.6284056694275292	0	0	1.2062095098398729	0.6845732282025914	B3GNT5
regulation of cell death (GO:0010941)	1/102	0.5669178348455791	0.6284056694275292	0	0	1.2062095098398729	0.6845732282025914	NCK1
calcium-mediated signaling (GO:0019722)	1/102	0.5669178348455791	0.6284056694275292	0	0	1.2062095098398729	0.6845732282025914	PDPK1
positive regulation of cellular protein metabolic process (GO:0032270)	1/102	0.5669178348455791	0.6284056694275292	0	0	1.2062095098398729	0.6845732282025914	METTL3
positive regulation of vasculature development (GO:1904018)	1/102	0.5669178348455791	0.6284056694275292	0	0	1.2062095098398729	0.6845732282025914	PDPK1
chromatin remodeling (GO:0006338)	1/103	0.5704655376257164	0.6316530654967304	0	0	1.194323408375696	0.6703767374087433	SMARCAD1
mRNA transport (GO:0051028)	1/104	0.5739843552366787	0.6348614838223869	0	0	1.1826681049982022	0.6565619105528904	SRSF11
chromosome organization (GO:0051276)	1/106	0.5809362681246489	0.6404712686336476	0	0	1.1600235155790712	0.6300252686597967	CENPW
peptidyl-lysine modification (GO:0018205)	1/106	0.5809362681246489	0.6404712686336476	0	0	1.1600235155790712	0.6300252686597967	LIPT2
RNA export from nucleus (GO:0006405)	1/106	0.5809362681246489	0.6404712686336476	0	0	1.1600235155790712	0.6300252686597967	SRSF11
response to calcium ion (GO:0051592)	1/107	0.5843698251356813	0.6428697107520627	0	0	1.1490216631726067	0.6172788361973308	BRAF
mRNA export from nucleus (GO:0006406)	1/107	0.5843698251356813	0.6428697107520627	0	0	1.1490216631726067	0.6172788361973308	SRSF11
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)	1/108	0.5877754207462321	0.6459209462394078	0	0	1.1382254528671973	0.6048647766652189	PDPK1
lipid transport (GO:0006869)	1/109	0.5911532812327713	0.64893518090214	0	0	1.127629172382259	0.5927720312777714	NPC2
regulation of protein kinase activity (GO:0045859)	1/110	0.5945036311525191	0.6519127800835565	0	0	1.1172273190621815	0.5809899965709121	PDPK1
cellular divalent inorganic cation homeostasis (GO:0072503)	1/111	0.5978266930138018	0.6534533478717705	0	0	1.1070145903479236	0.5695085025681027	SLC39A7
Fc-epsilon receptor signaling pathway (GO:0038095)	1/111	0.5978266930138018	0.6534533478717705	0	0	1.1070145903479236	0.5695085025681027	PDPK1
