kg1_t_1	kg1_t_2	kg1_t_3	kg1_u_1	kg1_u_2	kg1_u_3	molm14_t_1	molm14_t_2	molm14_t_3	molm14_u_1	molm14_u_2	molm14_u_3	ociaml2_t_1	ociaml2_t_2	ociaml2_t_3	ociaml2_u_1	ociaml2_u_2	ociaml2_u_3	ociaml3_t_1	ociaml3_t_2	ociaml3_t_3	ociaml3_u_1	ociaml3_u_2	ociaml3_u_3	thp1_t_1	thp1_t_2	thp1_t_3	thp1_u_1	thp1_u_2	thp1_u_3
ENSG00000015568	-1.97864289120312	-3.75298704931701	-1.44472697199396	-1.91907340956887	-2.28293257990348	-1.43741667077599	0	0	0	0	0	-5.54145551258387	-1.82325501321684	-1.62148147403936	-2.44617005512348	-2.14604442019761	0	-1.3524743450673	0	0	-6.63816103364594	-1.66817881433069	-4.34864867409659	-1.6325468934191	0	0	0	0	0	0
ENSG00000015676	-1.66777295448993	-1.92506789789047	-1.6214002192068	-0.859507093007134	-0.928652520980496	-1.03106699789691	0	-3.06927618760963	0	-1.23496460708745	-1.06758999048229	-1.2490262116597	-2.48292953872077	-2.05820674267438	0	-1.1030693898304	-0.944594619165229	-2.05513981613215	0	0	0	-4.42171675703464	-2.56858369384626	0	0	0	0	0	-1.44332227647414	0
ENSG00000017260	0	0	0	0	0	0	-3.24355711325633	-1.65629497955807	0	0	-2.64094311506909	-3.00380080523156	0	-1.57521029504119	-2.47790900773409	0	0	0	0	-1.7707450548664	0	0	0	0	0	-2.14929043972958	-3.97268213509862	-2.76284991392632	0	0
ENSG00000017797	0	0	0	0	0	0	0	-0.857801655997989	0	0	0	0	-1.72354841906959	-1.99112852041197	-1.124520874413	-1.26292867011881	-1.26108808081943	-1.28030828568101	-2.79308829571742	-1.24731892345943	-2.00062610458685	0	0	-4.25764064376796	0	-2.95803011292593	0	0	0	-2.17941467078542
ENSG00000018510	0	0	0	0	0	0	-0.249057816930661	0	-0.844818228516606	-2.44808609102739	0	-1.56464294713721	-1.77910488520462	-0.784007991164075	0	0	0	0	-1.25967250456118	-3.3760368301152	0	0	0	0	0	0	0	0	0	0
ENSG00000018699	0	0	0	0	-3.39366086902021	-3.12162702966143	0	0	0	-4.24793710839612	0	-2.04536886194694	0	-1.33178267368328	-4.81833427953917	-1.97116589077302	-1.19326994124497	-1.62722155744454	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000020181	0	-3.89722773818099	0	0	0	0	-3.13463169134375	0	0	0	-0.807024957091744	-4.78180575524327	0	0	0	0	0	0	-1.13160293452067	-4.17799164349324	-2.11178658017287	0	0	0	-1.21342093571908	-1.26127312171025	0	-1.73085742944122	-1.3112217236358	-1.19793270018532
ENSG00000020426	-2.51476742556806	-1.01105989805671	0	0	-1.79445388340763	0	-1.58796526173194	-1.31735924600593	-1.3047660837094	0	0	0	0	-1.02612741889786	-1.70067224112895	0	0	-4.72605117295437	0	-1.97329502582227	-3.49172164416012	0	0	0	-2.94773294393037	-1.45533810460117	0	0	0	0
ENSG00000020922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.811724361921	-4.91266478053872	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000021762	0	0	0	0	0	0	0	0	0	0	0	-4.73004914098721	0	-1.01624427239905	0	0	0	0	-1.37158319621635	-1.70770492083094	-1.59589911192134	-3.33610147601141	-1.2735395573793	-2.3122267382181	0	0	0	0	0	0
ENSG00000021776	-1.61471923972248	-2.28575193074851	-0.94787956954983	-1.47325332942242	-1.74538647703988	-0.950916930863501	0	-3.6388765011141	-3.02726503805074	-2.02558877236424	-1.86634173020935	-1.40863244685931	0	0	0	-2.63572435100247	-4.32767152035657	0	0	0	0	-2.65807452845794	0	0	0	0	0	-3.50788994421024	0	0
ENSG00000022277	0	-0.117260615463294	0	0	0	0	-3.0020297824403	0	0	0	0	0	0	0	0	0	0	0	-0.305252958004481	0	0	0	-1.05815528256077	0	0	0	0	0	0	0
ENSG00000022840	-1.02296004597593	-1.11626422811964	-1.30403085596125	-0.977309698447132	-1.59267915510041	-2.05878934327308	0	-1.24416959357301	-5.77456364843553	-1.4514682593417	0	-2.46184183039645	-4.17849112901041	-0.984068614330209	0	-1.80996774471513	0	0	-2.56081535498955	0	0	-5.09749991604631	-1.18088223477639	0	0	0	0	0	0	0
ENSG00000023041	-1.85869210294977	-1.24966685334557	-1.1153690910736	-1.11496598452806	0	-1.56754876588575	0	0	0	0	0	0	-1.15758397461039	-1.16551621470051	0	-1.12829936385968	0	-1.5464703097969	0	0	0	-4.96542575762668	-2.98483162124035	0	0	0	0	0	0	0
ENSG00000023171	-1.65770318268732	0	-1.43906559299666	-2.33858795754655	-1.71112851167925	-2.10884328622652	-1.47449478314539	-1.8663517702145	-2.08469543573029	-3.86737254019457	0	0	-0.945530396783678	-0.59071488617646	-1.2485022664322	-1.92532561652676	-1.27267333872627	-1.3312433994893	0	-1.50890398383096	0	0	0	0	-2.64094311506909	-1.04150216767452	0	0	0	0
ENSG00000023228	-3.96424816322666	0	-2.66420916798501	-3.51884953690868	-2.34042063597957	-3.05426808832908	-2.5197096037902	0	-1.12220322187459	-0.713203166003982	0	-1.01199387145873	-1.43806172286816	-3.28127416418674	-4.1209236307933	-1.90073265641127	0	-2.10987247692615	0	0	-1.76856462329342	-2.18194817692236	0	0	0	0	0	0	0	0
ENSG00000023287	0	0	-2.15923383233229	-4.3253221990135	-2.57812667092354	-4.42037716702416	0	0	0	0	0	0	-2.42501494565613	0	-2.56740256333147	0	-2.66868850953176	-2.32711274436943	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000023318	0	0	-3.09283177876606	0	0	0	-1.449752544422	-2.24108478360728	-1.42010482584604	0	0	0	-1.16399580999771	-2.01179330403792	-1.45324878628222	-5.05357924680916	-3.22051134455196	-2.94281460944001	-3.02518781082359	0	-3.67338193607185	0	0	0	-1.18520451887355	-1.79994887750181	-1.2626181900708	-1.48900373681713	-1.25481272630894	-1.11773227009723
ENSG00000023516	0	0	0	0	0	0	-0.898745161851272	-1.16853969582895	-0.69626824691756	-0.915287884319585	-1.93341267855362	-0.635849423108995	-1.10205671086227	-1.96788844888768	-0.970085688002199	-0.980028184862456	-1.56268478372575	-0.919590016548838	0	-1.73248632217256	-1.78225681657428	-1.95813559889361	0	-1.49485716417656	0	-2.40564599105602	-2.83631500901467	0	0	0
ENSG00000023892	0	-0.745392132342499	0	0	-1.01884641914626	0	-1.19971532643043	-1.17255687987118	0	-1.63639303141169	-0.422981707366529	-2.05919880626278	-2.38491454498054	-1.02903998893051	0	-2.49877304790555	-0.70104142624525	-3.02014286098806	0	-0.757126262177025	0	0	0	0	-1.36671731124606	-0.761181245918667	-2.95863992941853	-1.61638631222244	-0.764121586515147	-3.2277033113625
ENSG00000024048	0	0	0	0	-2.81548368317307	0	-2.03289396333102	0	-2.62514063900838	0	-1.93131059727754	0	0	0	0	0	0	0	-0.589003409807175	-0.693292922976574	-1.81488604536507	0	0	-5.66973964231043	0	0	-4.44228766264049	0	0	0
ENSG00000025293	-1.81870030532871	0	-3.36407499531721	-1.00219767757239	-3.24818870601542	-1.25428060476534	-1.07194740362057	0	-3.06789906829783	-1.36366685137388	-3.08054935023759	-1.54280930976519	0	0	0	0	0	0	0	0	0	0	-1.34911573928898	0	0	-1.50383674160036	-2.80525914086149	-1.44052108628936	-4.30382971570845	-1.5827260506342
ENSG00000025796	0	-2.82223177843947	-2.46844337682829	-1.31235773030218	-2.11466218875854	-1.40069063647517	-1.02224022949578	-1.06758168150733	-0.857048241548259	-2.29988585305464	0	-1.76773618854672	-1.05620241196156	-1.5410445225817	-0.842697552419821	-1.17270473463496	-1.7419435168356	-1.43679574492878	-0.835186689714841	-1.42166018154963	-0.813186761551363	-2.61756041657212	-1.53166993291847	-1.44710634514085	-3.23046974809811	-1.71282165230376	-1.56976705862097	0	0	-2.37148845981635
ENSG00000025800	0	0	-2.97109207020589	0	-2.16196208093458	-1.47020023884477	0	0	-1.70277570541346	-2.77828428867377	-2.89067306984351	-1.93088145780739	0	0	0	-3.96268396626905	0	-3.20489647566199	0	-3.07211586146057	-1.38811405730089	-1.25199489900153	-1.58234809193554	-1.172662042372	0	0	-2.67779520428437	-1.39331724775331	0	-1.46843098095642
ENSG00000026297	0	0	0	0	0	0	0	0	0	0	0	-2.1135585129884	-2.16661535346066	0	-1.18430798609704	-2.3548776275785	-1.27687300481343	0	-2.06517501049029	0	0	-1.68827596113684	-2.32740399898229	-2.92203121282688	-0.824444308645602	-0.840185312655237	-0.766137870987128	0	0	-1.29561747892597
ENSG00000028116	0	-2.46109241280735	0	0	0	0	-3.94055442441922	-6.01250613779419	-4.40499434683303	-1.88173677484594	-1.05312850579335	-2.97379796916875	-3.7608799446822	-2.02878522630156	0	0	-1.29373201701414	0	0	0	0	0	0	0	0	-2.32757198879362	-3.92219366477091	-3.07019706918054	-1.64306958018548	-4.19349981074405
ENSG00000028203	0	0	0	0	0	0	0	-2.77870347909474	-1.90900216497804	0	-3.1559812299058	0	0	-1.80258304977109	0	0	0	-1.41187678778159	-3.23189448446715	0	0	0	0	0	0	0	0	0	0	0
ENSG00000028310	0	0	0	0	0	0	0	-0.593220654632483	0	0	-3.20649069068021	0	-3.56068782320778	-2.33176256182096	0	-3.64573233703354	0	0	-1.09481435245973	-4.44971428735173	0	-2.4260712505828	-2.12067202121268	0	0	-4.29361329524972	0	0	-0.659133720988888	0
ENSG00000029363	0	0	0	0	-3.54545460158383	-5.7714981731991	-0.640048836732895	-0.979186758906944	-0.42602991837879	-0.490911469170428	-0.967687038250525	-0.503589881860343	0	0	-2.85639723745547	0	0	0	-2.69112909730976	0	-2.68062889084945	-2.50413541952122	-2.77177323427137	-1.28539519721421	0	0	0	0	0	0
ENSG00000029364	0	0	-1.62926262794166	-2.33604503184517	-1.5835442822061	-1.3202793176718	-2.59981968194575	-2.0694371288188	-1.8707750606752	0	0	-1.68332180727734	0	0	0	0	0	-2.11266180394737	0	-0.913890908762933	-1.18715960259468	-1.55170389761233	0	-1.34512814781041	-3.40773327611386	0	-2.75101304226758	-2.6513228573833	0	-1.09696506380127
ENSG00000029639	-2.43244407417812	-1.68485772678731	0	-2.60572915076964	-1.94103996563623	0	-2.16872820493577	0	0	-2.20748270779406	0	-4.9119317083787	-1.14888286366691	-0.786292870357887	-0.822157656891285	0	0	-1.22556987365254	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000029725	0	-2.02580905639297	0	0	0	0	0	0	0	0	0	0	0	0	-2.9808305962189	0	-2.01601051425748	0	-0.911380303121891	0	0	0	0	0	0	0	0	0	0	0
ENSG00000030066	-1.71284064173849	0	-1.74640141881159	-1.55465932022616	-1.62628592149492	-1.5972057433623	-1.12265201097493	-2.20501560860976	-1.24570795856911	0	0	-1.55357444825312	-1.65501002957574	-2.04935538840165	-2.43444626792519	-1.47995036472914	0	-1.47459255769833	0	-2.2001604250438	-2.38679115678294	-2.48855819776798	0	-1.67492995208459	0	0	-2.23493573049895	-1.80144761366306	-5.32930548656057	-1.35687583735358
ENSG00000031003	-2.01798876838303	-3.21926486878223	-1.91388319233518	-2.15756660359393	0	0	-1.01677865337736	-1.74464588862373	-1.33311513817634	-3.2140527985884	-1.92507685260445	-2.59476981991242	0	0	0	0	0	0	-2.51017012046683	-5.21160893591349	0	0	0	0	-2.14210543129902	-2.00005557785812	-1.79000343108533	-2.52978536343931	-1.56438691442843	-2.21277609312276
ENSG00000031691	0	-1.8919218292279	0	0	-2.26728110786338	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.36474792439715	-1.2248149662138	0	0	-0.689364309319145	-3.06491070034254	0	0	0	0	0	0
ENSG00000031823	-4.9489097987646	-0.957134652272309	0	-1.36115662611107	-1.21429095051199	0	-1.95727786356432	-1.27574727184045	0	-1.77429810561985	-0.911083703568988	0	0	-2.52591908354526	0	0	0	0	0	-1.33874156850671	0	0	-1.33840534433735	0	0	-4.97220798421951	0	0	-6.34278290109275	0
ENSG00000032219	0	0	0	0	0	0	0	0	0	-3.05074951168662	0	0	-6.15916252884812	-0.955735176696837	-1.43485092593827	-5.59995760775182	0	-4.15641392682536	-0.725697215371709	-0.850669549621362	-1.1984342455728	0	0	-1.36460202976239	0	0	0	0	-1.98173429944106	0
ENSG00000032389	0	-2.43578487073129	0	-1.69551523824589	-1.07540112034958	-1.15006717257429	-4.73447838534534	-1.49598396923077	0	-2.01226976191322	-1.46504918586956	-1.48890263270352	0	0	0	-1.07416412730534	-2.03496848710664	-1.24190852070056	0	0	0	0	0	0	0	0	0	-3.24536758253807	0	-1.40162688136815
ENSG00000032742	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.64349093221614	-2.39569639512421	-1.71940824046035	0	-2.44914400627921	-2.31955358049051	0	0	-1.59812395816265	-2.50117433749948	-2.25222372060898	0	0	0	0	-1.22536316308915	0
ENSG00000033178	-3.31458800924359	0	-2.10939079727633	0	0	-2.16268521318965	0	-2.10010599287004	0	-1.5464020586925	0	-1.27535832872877	-2.19916444375635	0	0	-2.79435798479209	0	-2.467759013338	0	0	0	0	0	0	0	-3.01272009708343	0	-2.57510121026691	0	0
ENSG00000033327	-1.01089537882939	-0.842859524822885	-1.39937249630177	-2.69435748780716	-1.51620314244783	-1.41107402313574	-0.798385483698793	-1.35290707784646	-0.91691511509539	-0.732524715690287	-0.596340753774394	-0.839200313859715	0	-1.70706252210391	0	0	0	0	0	0	0	0	0	0	-3.78633444634911	-2.78582508507822	0	0	0	-2.3492552972292
ENSG00000033800	-1.46832397790472	-1.3608471860592	-1.41907517667293	-1.35539449683024	-1.42496325861805	-1.38234258182183	-1.41591464121233	-0.682797411193431	-0.957487565988045	-2.10114297114897	0	0	-3.12088118256948	-2.73744850865945	-1.03581319846444	0	0	-2.12222952957276	-2.39959659732667	-4.28474689639676	-1.70450211890029	0	0	0	-2.9163371748256	-2.10659040877864	-1.69852169604301	0	0	-2.69255552652558
ENSG00000033867	0	0	-1.67570902700821	0	0	-1.21207183853904	0	-3.77624131846064	0	0	-1.71952632400769	-2.56668551167371	0	0	0	0	-3.4601911633705	0	0	0	-2.37210713083575	0	0	0	-2.06612545568451	-1.89500178020024	-1.68908174224512	-2.66903359864224	0	-4.44926554886225
ENSG00000034677	-1.24324533736775	-1.02436910447705	-1.0147964086926	-1.81120624273495	-1.29342923084655	-1.63992120506284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.44869748054264	0	0	0	-1.93302964585421	-2.26460075208284	-1.71641202698733	-2.11428474548531	0	-3.07904544491595
ENSG00000035403	-1.82744878661738	-1.74274325384315	-1.96098931924097	-1.24786238096447	-1.63610632775441	-1.52899293257172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.7595245805035	-1.5979393269891	-2.40941865218013	-2.13922498296015	-1.8918115503494	-2.03704344310308
ENSG00000035499	-0.854855547215954	-1.42929710109242	-1.29723528352205	-1.10119737319733	-1.9624410966244	-2.55146259024045	0	0	0	0	0	0	-1.96622175499339	0	-1.70388014165539	-1.85422642845131	-1.65312721482152	0	-1.21730169878244	-1.40561788130761	0	0	0	0	-3.07216257046521	0	0	0	-1.54523617698978	0
ENSG00000035681	-0.423083287536093	-0.622914114041442	-0.424487373632012	-0.440975473505435	-0.631679706487424	-0.2430825439363	0	0	-1.85010482936504	-3.6827688549472	-3.56216735692532	-2.06463344585804	0	0	0	0	0	0	0	0	-2.07177706029596	0	0	0	-1.59246441802645	-1.86921501543321	-1.44714855688992	-1.32902358815657	-1.30019157765767	-1.22522347856676
ENSG00000035687	0	0	0	0	0	0	0	-2.62618151539205	-2.44085116599566	-4.2837964699895	0	-2.85065101956888	0	0	0	0	0	0	0	0	-1.80956343231405	0	0	0	0	-1.88701380985248	-1.70028512533897	-4.25896640782732	-1.69638176778538	0
ENSG00000035928	0	-3.22576214584464	-5.12038704814909	0	-1.15553835719455	0	0	0	-2.92081200307221	-2.02952440882455	0	-1.86921501543321	0	0	-1.86562057116505	0	-2.01166051878082	0	-1.62294997284459	-1.83925186184226	0	0	-3.35357901226208	0	-1.62661963271473	0	-1.97564906878404	0	-0.951757602789078	-2.8505188927014
ENSG00000036054	0	-4.09143616607365	-3.12666892376641	-1.9894471779529	0	-3.06421250618523	-2.27393913918958	0	-5.51979861104875	-1.01944623689443	-1.63520045733166	-3.53045301975565	-2.23649788880495	0	-0.912385790481503	0	0	-1.32192875125939	-1.43041615570568	0	0	0	0	0	0	0	-2.16943425424353	0	0	-1.56135140087619
ENSG00000036257	0	0	0	0	-2.73027884954103	0	-3.08912258480017	0	0	-2.89423295562073	-2.75450561565827	0	0	-6.99408739329193	-5.47148004121232	0	-3.6435379761783	0	-2.72677152652264	-3.97057461796577	0	0	0	0	0	0	0	0	0	0
ENSG00000036549	0	0	0	0	0	0	0	-3.23174144970516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000037474	0	0	0	0	0	0	0	-1.78888968726264	0	0	-2.65248533691415	-3.85409830603331	-4.8628814158651	-1.9739222249174	-1.18909163057381	-3.42180872109234	-2.52763069927113	-2.12806386905598	-1.72431397493912	-2.48859317707091	-1.23614480159796	0	-1.73368152714193	-1.22771500342903	-2.70002159339273	0	0	0	0	0
ENSG00000037637	-1.73560441576089	-3.74151249780629	-2.0088985350867	-2.30843638489966	-3.43517608979075	-1.77434910086627	0	0	0	0	-2.69575880022055	0	0	-3.5530986969024	0	0	-1.75892075673608	0	0	0	0	0	-2.30336719336824	0	-2.03184462697735	-5.42621286463773	0	-2.02523054008778	-1.36290869453567	-2.16777448426409
ENSG00000038219	0	-3.10318293385068	0	0	0	0	-2.5575615198611	-1.79334118866211	-4.33314372678764	-2.21840149876415	-4.17511515142685	-4.21450933200409	-2.59228260251493	-2.70017697541533	-1.95568327774395	0	-1.11442486680113	0	-0.314349719971496	-1.51939177191145	-4.2984254034379	-2.98171202302986	-1.87646776775277	-2.35358554622865	0	0	0	0	-2.18231781624226	0
ENSG00000038532	-1.23007250296227	-1.7682336228314	-1.10907199246546	-0.892064693263085	-1.56629963753062	-0.935310799806874	0	0	-2.729994581763	0	-3.39803233390699	0	-3.03230387921935	0	-2.75981023393335	0	-2.33540817424368	-1.46989852253706	-2.16653472226699	0	0	0	-1.29337620293386	-2.46322552037823	0	-1.98398902468161	0	-1.95577710155966	0	-2.42205904179164
ENSG00000039123	0	0	0	-2.99354677983807	-1.57006945461207	0	0	0	0	-1.76341929101961	-1.62246082213137	-2.00604250244362	0	0	0	0	-5.05142563800748	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000039319	-1.26531673587122	-1.54516972875567	-0.963841307342991	-1.73758217069302	0	-2.35240155578352	-1.02042679276403	0	-1.39371926805814	-1.81107401673641	0	-1.57011683156597	-1.76556753872993	0	0	0	0	0	0	0	-1.6525892420589	-2.15047130846336	0	-1.74241067970085	0	0	0	0	0	0
ENSG00000040933	-2.57705626320061	-4.29364683214247	0	-2.49449554496781	0	-5.41585634296451	-2.83274090137148	-2.52998067587393	-4.89663331191046	0	0	0	-2.71801470647808	-4.23033853791978	0	0	0	-2.95707481423838	-4.89103992687981	-1.00191681350468	-1.74464588862373	0	0	0	0	-2.32558180124583	0	0	-1.57768858645202	0
ENSG00000042088	0	0	0	0	0	0	-3.08369142560597	0	-1.80995932992573	0	0	0	-1.73822634870636	-3.16566739576368	-1.27031187332837	0	0	-2.71495738057258	0	-1.10878206852535	-1.39616599233058	0	0	0	0	0	0	0	0	0
ENSG00000043143	0	0	0	0	-1.72728585618693	0	-1.46525292558461	0	-1.63332704085785	-2.10878068778667	0	-1.45578316473973	-3.51805464700151	0	-3.52478116622128	-1.26463880017888	0	-1.51782312951586	-1.43449777012505	-3.75038213810769	-1.4906272226212	-0.878487363043607	0	-1.30277628117112	-2.33930619776575	0	0	-6.58070533285858	0	-1.28021372087177
ENSG00000043462	-0.643313332310869	-0.628410905403953	-1.05432696316253	-0.495764424952323	-0.384226433155167	-0.834030091710646	-1.87781565741453	0	0	-3.14941762183268	-1.66821310505403	0	-2.25456476525097	-1.56269125337022	-3.1696727635191	-3.1292131691091	-1.37883050333925	0	-0.414629202027542	-0.371322769913649	-0.539577019580187	-0.542447558768357	-0.453457677382278	-0.689838885670088	-1.57581473893473	-1.75210055376168	0	-1.75206662516041	-2.36260153054059	0
ENSG00000044115	-0.516055628091435	-0.937887638914238	-0.40273843351452	-0.214611718853053	-0.2295607360379	-0.253783376232409	-1.0689230360789	-2.14917392960631	-2.43806782750153	-3.1013684671388	-0.648016826835867	-1.61315031888251	0	0	-2.02644304752019	0	-2.03151581444926	-2.24419742753802	-1.90226356528595	0	-3.33419321735343	0	0	0	0	0	0	0	0	0
ENSG00000044446	0	-1.12158482870301	-2.12696939323957	-1.34405111402182	0	-1.23594986629632	0	0	0	0	0	0	-4.58661101251601	-1.1222428237094	0	-2.51041127918359	0	0	-2.26001445803149	-1.13070661721359	-4.03004512230871	0	-1.54644024581349	0	0	0	0	0	-2.67422292446911	0
ENSG00000046651	0	0	0	0	0	0	0	-2.35279943984227	-1.37451566748881	-2.09153386368898	-1.29722635058883	-1.53229739935063	0	0	-2.46714162060627	0	-1.78234678777864	-5.84048866207718	-1.87063611378901	0	0	0	-1.21101351019087	0	0	0	-2.63620275438779	0	0	-2.46472867482472
ENSG00000047056	0	0	0	0	0	0	-1.3140668788599	-0.584398004916948	-1.50184562568368	0	-1.37400963028644	0	-1.69811450775795	-1.24429919352167	-3.08919614974415	-4.82602118257098	0	-2.64368495244837	0	-3.50294997186464	0	0	0	-5.32815435031184	0	-1.68868170516327	0	0	0	0
ENSG00000047188	0	0	0	0	0	0	-2.94311188337991	-1.50430395764494	-1.3872499198001	-1.00337106717778	-1.32136802228753	-1.58979752457524	-1.69476352652137	-2.21693708362648	-1.38218343573879	-1.26969408570996	-1.16833121746638	-1.42083337937729	-2.50160488230006	-1.44115055292547	-1.56067863003867	0	-2.46668789929917	-1.94114389017455	0	0	0	0	0	0
ENSG00000047249	-1.87786070617793	-1.49306606082193	-2.85955170105179	-1.36739925757529	-1.52708493003469	-1.81374077214062	-2.88793796039768	-1.37712275438842	0	-5.9773059424174	0	-1.95201318015801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000047410	0	-6.53742432173314	-2.08842413138964	0	0	0	0	-2.87106692150154	0	0	0	0	0	0	0	0	0	0	-1.69863299417426	-1.66753799463113	-1.81708158252773	0	0	0	-1.92635974794249	-1.14170486057164	-1.61560081881827	-2.10379513383397	-1.66261718135047	-1.47621259795307
ENSG00000047578	0	0	0	0	0	0	-1.77084513954282	-0.436487431636028	0	-2.47049071421352	-1.55830950241971	0	0	-0.889301487282547	0	-3.92049653994045	-2.89133530530902	0	0	0	0	0	0	0	0	0	0	-2.91276944166717	-2.71301014613547	0
ENSG00000047932	-1.82946716901522	-0.797555758285149	-2.24915610928778	0	0	-2.44233953878866	0	-1.55766478258051	-3.04757843780199	0	0	-1.85540110182664	0	0	0	0	0	0	0	0	-2.30333384064842	0	0	0	-2.69013308620855	-2.0743086482896	-1.24851248694795	-2.7360708376195	0	-1.14917972317615
ENSG00000048052	-1.06339198698702	-1.12504825539641	0	-2.38848984263406	-2.71262186709244	0	0	-1.12167481581168	0	-2.15136713270786	-5.0549332532574	0	0	0	0	0	-3.53018144148051	0	0	0	0	0	0	0	-1.37289761406363	-1.29459191175811	-1.63930083241622	-2.09009436900871	-1.20545417126278	-2.71402431306852
