	T0	GSK_Rep1	GSK_Rep2	DMSO_Rep1	DMSO_Rep2
ACRC_-_70798784.23-P1P2	0	1	0	0	0
ACRV1_-_125550324.23-P1P2	0	0	0	1	0
ACRV1_-_125550695.23-P1P2	0	0	0	0	1
ACRV1_+_125550253.23-P1P2	0	0	0	0	1
ACRV1_+_125550697.23-P1P2	0	0	1	2	2
ACSBG1_-_78526810.23-P1P2	0	0	0	0	1
ACSBG1_+_78526472.23-P1P2	1	0	0	0	0
ACSBG1_+_78526497.23-P1P2	0	0	0	0	1
ACSBG1_+_78526814.23-P1P2	0	1	0	2	2
ACSBG2_-_6135684.23-P1P2	0	0	1	3	0
ACSBG2_-_6135770.23-P1P2	0	0	1	1	0
ACSBG2_+_6135737.23-P1P2	15	8	0	13	13
ACSF2_-_48503638.23-P1P2	6	13	1	39	4
ACSF2_+_48503620.23-P1P2	1	6	9	22	4
ACSF2_+_48503695.23-P1P2	0	1	4	8	3
ACSF3_-_89160263.23-P1P2	16	16	3	0	3
ACSF3_+_89160267.23-P1P2	0	0	1	1	0
ACSL1_-_185746686.23-P1P2	1	0	0	0	0
ACSL1_+_185747074.23-P1P2	0	0	0	1	0
ACSL1_+_185747085.23-P1P2	0	0	0	2	1
ACSL3_-_223725802.23-P1P2	0	0	0	1	0
ACSL3_-_223725834.23-P1P2	1	0	0	0	0
ACSL3_-_223726162.23-P1P2	0	0	0	1	0
ACSL4_-_108976456.23-P1P2	43	13	13	70	62
ACSL4_-_108976463.23-P1P2	0	0	0	1	0
ACSL5_-_114133923.23-P2	0	3	0	2	1
ACSL5_-_114133986.23-P2	0	0	0	0	1
ACSL5_-_114136407.23-P1	0	1	0	0	0
ACSL5_+_114136352.23-P1	15	0	5	3	0
ACSL6_-_131310249.23-P2	0	1	0	0	0
ACSL6_-_131347379.23-P1	1	0	0	1	0
ACSL6_+_131346969.23-P1	12	29	5	9	11
ACSL6_+_131347320.23-P1	0	1	0	0	0
ACSL6_+_131347346.23-P1	9	0	12	0	1
ACSM1_-_20687076.23-P1P2	1	0	0	1	0
ACSM1_+_20686984.23-P1P2	6	0	0	0	0
ACSM2A_-_20463283.23-P1P2	0	0	0	1	0
ACSM3_-_20775380.23-P1P2	0	0	1	0	0
ACSM3_-_20775771.23-P1P2	3	38	32	23	1
ACSM3_+_20775307.23-P1P2	1	0	11	0	0
ACSM4_+_7457146.23-ENST00000399422.4	29	2	17	7	0
ACSM5_-_20421170.23-P1P2	0	0	0	0	2
ACSM5_-_20421270.23-P1P2	15	3	10	11	0
ACSM5_-_20421315.23-P1P2	12	1	23	16	0
ACSS1_+_25038329.23-P1P2	0	0	0	1	0
ACSS2_-_33464420.23-P1P2	0	0	0	1	1
ACSS2_-_33464423.23-P1P2	0	1	0	1	0
ACSS2_-_33464453.23-P1P2	0	0	0	1	0
ACSS2_-_33464808.23-P1P2	0	0	0	2	0
ACSS3_-_81471886.23-P1P2	0	1	0	0	0
ACSS3_-_81471913.23-P1P2	0	0	0	1	0
ACSS3_-_81472068.23-P1P2	13	0	48	11	3
ACSS3_-_81472074.23-P1P2	13	25	11	17	13
ACTA1_-_229568723.23-P2	0	0	1	1	0
ACTA1_-_229568745.23-P2	0	0	0	1	0
ACTA1_-_229569627.23-P1	1	0	0	1	1
ACTA1_-_229569754.23-P1	0	0	0	2	1
ACTA1_-_229569824.23-P1	1	2	0	5	1
ACTA1_-_229569839.23-P1	0	1	0	0	2
ACTA1_+_229568301.23-P2	75	20	57	57	84
ACTA2_-_90712449.23-P1	1	0	0	3	0
ACTA2_-_90751052.23-P2	0	0	0	1	1
ACTA2_-_90751066.23-P2	37	13	21	35	19
ACTA2_+_90712443.23-P1	0	0	0	0	1
ACTA2_+_90712479.23-P1	1	0	0	1	0
ACTB_-_5568781.23-P1P2	0	0	0	0	1
ACTB_-_5570006.23-P1P2	0	0	1	1	0
ACTB_+_5569721.23-P1P2	0	0	0	1	0
ACTB_+_5570130.23-P1P2	0	0	0	1	0
ACTBL2_-_56778661.23-P1P2	0	0	0	2	0
ACTBL2_+_56778273.23-P1P2	1	0	0	0	2
ACTBL2_+_56778359.23-P1P2	0	0	0	1	0
ACTC1_-_35087222.23-P1P2	2	0	10	2	0
ACTC1_-_35087295.23-P1P2	0	0	0	0	1
ACTC1_-_35087685.23-P1P2	0	0	0	0	1
ACTC1_-_35087711.23-P1P2	1	0	0	0	0
ACTG1_-_79479746.23-P1P2	0	0	0	3	1
ACTG1_-_79479785.23-P1P2	87	371	480	894	519
ACTG2_-_74120192.23-P1	0	0	0	1	0
ACTG2_-_74120376.23-P1	10	0	0	8	9
ACTG2_-_74128624.23-P2	2	0	0	0	0
ACTG2_+_74120163.23-P1	0	0	0	1	0
ACTG2_+_74120202.23-P1	41	32	35	150	57
ACTG2_+_74128454.23-P2	0	0	0	1	0
ACTG2_+_74128598.23-P2	2	0	0	0	0
ACTL10_-_32254788.23-P1P2	2	0	1	5	3
ACTL10_-_32254809.23-P1P2	1	1	0	0	0
ACTL10_-_32254824.23-P1P2	0	0	0	2	0
ACTL6A_-_179280860.23-P1P2	10	0	0	0	0
ACTL6B_-_100254007.23-P1P2	0	0	0	1	0
ACTL6B_-_100254010.23-P1P2	0	0	0	0	1
ACTL6B_+_100253966.23-P1P2	0	0	0	0	1
ACTL6B_+_100253969.23-P1P2	5	7	19	32	2
ACTL7A_-_111624563.23-P1P2	1	0	0	7	1
ACTL7A_-_111624958.23-P1P2	1	1	0	1	0
ACTL7B_+_111617819.23-P1P2	0	0	0	0	2
ACTL7B_+_111617857.23-P1P2	0	0	0	1	0
ACTL7B_+_111618198.23-P1P2	0	0	0	1	0
ACTL8_-_18081836.23-P1P2	14	2	16	21	4
ACTL8_-_18081842.23-P1P2	0	1	0	0	1
ACTL8_-_18081895.23-P1P2	19	63	38	49	30
ACTL8_+_18081845.23-P1P2	0	1	0	0	0
ACTL9_+_8808881.23-P1P2	1	0	0	0	0
ACTN1_-_69445619.23-P1P2	0	0	0	1	0
ACTN1_-_69445944.23-P1P2	0	0	0	1	0
ACTN1_-_69445956.23-P1P2	0	0	0	0	1
ACTN2_-_236849849.23-P1P2	0	0	0	1	0
ACTN2_-_236850209.23-P1P2	1	0	0	0	1
ACTN2_+_236849796.23-P1P2	8	3	0	0	1
ACTN3_+_66313715.23-P1P2	0	1	0	0	0
ACTN3_+_66313730.23-P1P2	9	14	21	6	6
ACTN4_-_39138358.23-P1P2	0	0	1	0	0
ACTN4_-_39138687.23-P1P2	22	5	17	36	38
ACTN4_-_39138727.23-P1P2	1	0	0	0	0
ACTR1A_-_104261998.23-P1P2	0	0	0	2	0
ACTR1A_-_104262054.23-P1P2	0	0	1	1	1
ACTR1B_-_98280407.23-P1P2	14	12	10	31	17
ACTR1B_+_98280441.23-P1P2	5	0	6	0	8
ACTR1B_+_98280464.23-P1P2	10	2	18	13	3
ACTR2_-_65454971.23-P1P2	0	1	1	1	1
ACTR2_-_65455345.23-P1P2	1	1	4	0	0
ACTR2_+_65455294.23-P1P2	66	132	136	539	319
ACTR3_-_114647984.23-P1P2	0	0	1	0	0
ACTR3_-_114647989.23-P1P2	0	1	0	0	1
ACTR3_-_114648039.23-P1P2	0	0	0	1	1
ACTR3B_+_152457287.23-P1P2	0	0	2	1	0
ACTR3B_+_152457333.23-P1P2	0	0	0	0	1
ACTR5_-_37377124.23-P1P2	0	1	2	0	1
ACTR5_-_37377127.23-P1P2	49	30	33	12	9
ACTR5_+_37377138.23-P1P2	26	11	1	18	14
ACTR6_+_100594789.23-P1P2	0	0	0	1	0
ACTR8_-_53916193.23-P1P2	1	0	0	0	0
ACTR8_+_53916118.23-P1P2	0	0	0	0	1
ACTR8_+_53916142.23-P1P2	1	0	0	0	0
ACTRT1_-_127186343.23-P1P2	4	0	0	0	3
ACTRT1_+_127185986.23-P1P2	5	4	9	14	4
ACTRT2_+_2938467.23-P1P2	4	0	0	7	0
ACTRT3_-_169487289.23-P1P2	1	0	0	0	0
ACTRT3_+_169487270.23-P1P2	4	0	0	0	0
ACTRT3_+_169487327.23-P1P2	9	0	8	6	15
ACTRT3_+_169487330.23-P1P2	0	0	0	0	2
ACTRT3_+_169487342.23-P1P2	9	9	12	26	36
ACVR1_+_158732198.23-P1P2	1	1	0	0	0
ACVR1_+_158732232.23-P1P2	1	0	1	0	0
ACVR1B_-_52345530.23-P1P2	0	0	0	4	1
ACVR1B_-_52345917.23-P1P2	9	18	9	1	2
ACVR1B_+_52345897.23-P1P2	22	0	0	8	3
ACVR1C_+_158484889.23-P1P2	0	0	1	1	0
ACVR1C_+_158484901.23-P1P2	0	1	0	0	1
ACVR1C_+_158484938.23-P1P2	0	0	1	0	0
ACVR1C_+_158485339.23-P1P2	0	0	2	0	0
ACVR2A_-_148602102.23-P1P2	0	0	0	0	2
ACVR2A_+_148602343.23-P1P2	1	1	0	0	1
ACVR2B_+_38495339.23-P1P2	0	0	0	1	0
ACVR2B_+_38495606.23-P1P2	1	0	0	0	0
ACVR2B_+_38495842.23-P1P2	0	1	0	2	0
ACVRL1_-_52301119.23-P1P2	30	16	33	99	59
ACVRL1_+_52300726.23-P1P2	1	0	0	0	0
ACY1_-_52017547.23-P1P2	0	0	1	0	0
ACY1_-_52017938.23-P1P2	0	0	1	0	0
ACY1_+_52017980.23-P1P2	1	0	0	0	0
ACY3_-_67414577.23-P2	0	0	0	0	1
ACY3_+_67418110.23-P1	0	0	0	0	1
ACYP1_-_75530695.23-P1	0	0	0	1	0
ACYP1_-_75536000.23-P2	4	0	0	17	2
ACYP1_-_75536183.23-P2	0	1	0	0	0
ACYP1_+_75530659.23-P1	1	0	0	1	0
ACYP1_+_75530680.23-P1	0	0	0	3	1
ACYP2_-_54342821.23-P1P2	0	0	0	0	1
ACYP2_-_54343153.23-P1P2	3	0	0	0	0
ACYP2_-_54343180.23-P1P2	1	0	0	0	0
ACYP2_+_54342757.23-P1P2	0	1	0	0	0
ACYP2_+_54342830.23-P1P2	0	0	0	1	0
ADA_-_43279996.23-P1P2	14	4	0	31	11
ADA_+_43280282.23-P1P2	72	28	46	108	45
ADA_+_43280315.23-P1P2	1	4	1	7	0
ADAD1_-_123300726.23-P1P2	0	0	1	3	1
ADAD1_-_123300732.23-P1P2	1	0	0	1	0
ADAD1_-_123300755.23-P1P2	13	14	8	32	14
ADAD1_-_123300758.23-P1P2	1	0	0	0	0
ADAD2_-_84224806.23-P1P2	0	1	0	1	3
ADAD2_-_84224870.23-P1P2	0	0	1	1	0
ADAD2_-_84224880.23-P1P2	0	0	0	1	0
ADAD2_+_84224814.23-P1P2	0	0	0	1	0
ADAD2_+_84225182.23-P1P2	0	0	0	1	1
ADAL_-_43623112.23-P1P2	0	0	0	1	0
ADAM10_-_59041337.23-P1P2	1	0	2	3	0
ADAM10_-_59041703.23-P1P2	0	0	0	1	0
ADAM10_+_59041886.23-P1P2	10	0	0	0	0
ADAM11_-_42836572.23-P1P2	58	15	14	111	78
ADAM11_+_42836733.23-P1P2	0	1	0	0	0
ADAM11_+_42836787.23-P1P2	0	0	2	0	0
ADAM11_+_42836832.23-P1P2	0	0	0	0	1
ADAM11_+_42836963.23-P1P2	12	26	9	6	14
ADAM12_-_128076617.23-P1P2	2	0	0	0	6
ADAM12_-_128077031.23-P1P2	21	8	26	3	4
ADAM12_+_128076604.23-P1P2	4	5	1	0	0
ADAM12_+_128076607.23-P1P2	12	14	11	28	25
ADAM15_+_155023202.23-P1P2	9	2	24	14	1
ADAM15_+_155024155.23-P1P2	0	0	0	0	1
ADAM17_-_9695930.23-P1P2	0	1	1	3	0
ADAM17_-_9695934.23-P1P2	0	0	0	1	0
ADAM17_+_9695837.23-P1P2	0	0	0	0	1
ADAM17_+_9695867.23-P1P2	0	0	0	0	3
ADAM17_+_9695885.23-P1P2	0	2	0	4	2
ADAM18_-_39442133.23-P1P2	8	0	7	16	15
ADAM18_+_39442161.23-P1P2	0	1	0	0	0
ADAM18_+_39442286.23-P1P2	0	0	0	1	0
ADAM18_+_39442506.23-P1P2	0	0	0	0	1
ADAM19_-_157002294.23-P1P2	0	0	0	2	0
ADAM19_-_157002317.23-P1P2	0	0	0	0	1
ADAM19_+_157002746.23-P1P2	0	0	0	1	0
ADAM2_-_39695260.23-P1P2	0	0	0	1	0
ADAM2_-_39695737.23-P1P2	0	0	0	1	0
ADAM2_+_39695270.23-P1P2	1	0	0	1	0
ADAM20_-_71001316.23-P1P2	10	0	5	17	0
ADAM20_-_71001696.23-P1P2	3	5	4	4	0
ADAM20_+_71001702.23-P1P2	0	0	0	0	1
ADAM21_+_70919022.23-P1P2	0	0	0	1	0
ADAM21_+_70919032.23-P1P2	0	0	0	1	1
ADAM22_-_87563632.23-P1P2	10	5	1	52	9
ADAM22_-_87563945.23-P1P2	0	0	0	1	0
ADAM22_+_87563621.23-P1P2	4	2	12	24	3
ADAM23_-_207308263.23-P1P2	0	0	1	0	0
ADAM23_-_207308295.23-P1P2	7	2	5	0	3
ADAM23_+_207308275.23-P1P2	0	0	0	0	1
ADAM23_+_207308716.23-P1P2	9	3	2	5	7
ADAM28_+_24151604.23-P1P2	0	1	0	0	0
ADAM28_+_24151646.23-P1P2	0	0	0	1	1
ADAM28_+_24151656.23-P1P2	3	0	0	0	0
ADAM29_-_175839601.23-P1P2	1	1	0	0	0
ADAM29_+_175839605.23-P1P2	0	0	0	1	0
ADAM30_-_120439090.23-P1P2	0	0	0	1	1
ADAM30_+_120439103.23-P1P2	12	2	3	14	2
ADAM32_-_38965264.23-P1P2	0	1	0	1	1
ADAM32_-_38965521.23-P1P2	0	0	1	0	0
ADAM32_+_38965125.23-P1P2	14	1	21	32	16
ADAM32_+_38965299.23-P1P2	44	37	8	13	11
ADAM33_-_3662191.23-P1P2	1	0	0	0	2
ADAM33_-_3662638.23-P1P2	0	0	3	0	0
ADAM33_+_3662642.23-P1P2	0	1	0	1	0
ADAM7_+_24298515.23-P1P2	0	0	0	1	0
ADAM7_+_24298519.23-P1P2	26	80	90	61	45
ADAM9_-_38854499.23-P1P2	10	7	0	16	0
ADAM9_+_38854489.23-P1P2	5	0	12	0	2
ADAM9_+_38854902.23-P1P2	5	7	6	23	29
ADAMDEC1_-_24242085.23-P1P2	0	0	0	1	0
ADAMDEC1_+_24242051.23-P1P2	0	0	1	1	0
ADAMDEC1_+_24242074.23-P1P2	12	0	0	0	0
ADAMTS1_-_28216131.23-P2	0	0	1	0	1
ADAMTS1_+_28216554.23-P2	0	0	0	0	1
ADAMTS1_+_28216570.23-P2	0	0	0	0	2
ADAMTS1_+_28216594.23-P2	8	9	13	26	4
ADAMTS1_+_28217278.23-P1	0	1	0	0	0
ADAMTS1_+_28217659.23-P1	0	0	0	2	0
ADAMTS1_+_28217664.23-P1	0	0	1	1	1
ADAMTS1_+_28217696.23-P1	0	1	0	0	0
ADAMTS10_-_8675371.23-P1P2	9	0	3	3	6
ADAMTS10_-_8675595.23-P1P2	0	0	1	1	0
ADAMTS12_-_33891689.23-P1P2	0	0	1	1	0
ADAMTS12_-_33892035.23-P1P2	0	0	0	1	0
ADAMTS12_-_33892078.23-P1P2	0	0	0	1	0
ADAMTS12_+_33891838.23-P1P2	10	12	2	24	1
ADAMTS13_-_136287551.23-P1P2	39	16	27	79	27
ADAMTS13_+_136287462.23-P1P2	37	32	9	266	43
ADAMTS13_+_136287556.23-P1P2	0	0	1	0	2
ADAMTS14_-_72432290.23-P1P2	29	193	259	182	239
ADAMTS14_+_72432279.23-P1P2	1	0	0	0	1
ADAMTS15_-_130318977.23-P1P2	0	0	0	2	0
ADAMTS15_+_130318419.23-P1P2	1	2	0	5	0
ADAMTS15_+_130318578.23-P1P2	0	0	1	5	1
ADAMTS15_+_130318978.23-P1P2	0	0	0	1	0
ADAMTS15_+_130318981.23-P1P2	9	19	18	58	21
ADAMTS16_+_5140497.23-P2	4	0	0	1	0
ADAMTS16_+_5140760.23-P2	0	0	2	0	0
ADAMTS16_+_5140912.23-P2	37	353	348	586	293
ADAMTS16_+_5146334.23-P1	20	8	13	47	10
ADAMTS16_+_5146341.23-P1	5	0	0	0	3
ADAMTS16_+_5146377.23-P1	0	0	0	1	2
ADAMTS17_-_100882079.23-P1P2	21	8	6	24	9
ADAMTS17_-_100882118.23-P1P2	0	1	1	0	2
ADAMTS17_-_100882163.23-P1P2	1	0	0	3	1
ADAMTS17_-_100882166.23-P1P2	0	0	1	1	0
ADAMTS18_-_77468873.23-P1P2	3	9	1	0	0
ADAMTS18_+_77468466.23-P1P2	1	0	1	0	0
ADAMTS18_+_77468714.23-P1P2	0	0	0	2	0
ADAMTS18_+_77468890.23-P1P2	23	21	7	19	18
ADAMTS19_-_128796009.23-P1P2	3	0	0	0	0
ADAMTS19_-_128796244.23-P1P2	0	0	0	1	0
ADAMTS19_+_128796013.23-P1P2	0	1	0	3	0
ADAMTS19_+_128796021.23-P1P2	0	0	0	0	1
ADAMTS2_-_178772008.23-P1P2	1	0	0	0	0
ADAMTS2_-_178772408.23-P1P2	0	0	1	0	0
ADAMTS2_+_178772088.23-P1P2	7	12	10	0	0
ADAMTS2_+_178772185.23-P1P2	11	4	1	14	4
ADAMTS3_-_73434871.23-P1P2	0	1	0	2	3
ADAMTS3_-_73434879.23-P1P2	41	41	43	51	23
ADAMTS3_-_73434891.23-P1P2	0	0	0	1	0
ADAMTS3_-_73434922.23-P1P2	26	12	30	44	43
ADAMTS3_-_73434972.23-P1P2	11	40	40	86	54
ADAMTS4_-_161168418.23-P1P2	10	0	9	0	0
ADAMTS4_-_161168458.23-P1P2	0	0	0	2	1
ADAMTS4_-_161168616.23-P1P2	1	0	1	0	0
ADAMTS5_-_28338950.23-P1P2	1	0	0	0	0
ADAMTS5_-_28339372.23-P1P2	0	0	0	1	0
ADAMTS5_-_28339421.23-P1P2	6	0	5	1	6
ADAMTS5_+_28339356.23-P1P2	34	1	14	7	16
ADAMTS5_+_28339363.23-P1P2	17	20	45	50	18
ADAMTS6_-_64777602.23-P1P2	0	0	0	1	1
ADAMTS6_+_64777661.23-P1P2	0	0	1	1	2
ADAMTS7_-_79103352.23-P1P2	15	21	6	49	39
ADAMTS7_-_79103411.23-P1P2	7	7	4	12	9
ADAMTS7_+_79103687.23-P1P2	0	0	0	1	0
ADAMTS8_-_130298054.23-P1P2	1	0	0	0	0
ADAMTS8_-_130298510.23-P1P2	0	1	0	1	0
ADAMTS8_+_130298490.23-P1P2	36	0	7	31	9
ADAMTS9_+_64673234.23-P1P2	0	0	0	1	0
ADAMTSL1_-_18474157.23-P1P2	20	3	24	63	19
ADAMTSL1_+_18474148.23-P1P2	2	0	0	15	0
ADAMTSL1_+_18474201.23-P1P2	4	0	0	0	1
ADAMTSL2_+_136400219.23-P1P2	0	0	0	2	2
ADAMTSL2_+_136400253.23-P1P2	0	0	0	1	1
ADAMTSL3_-_84323067.23-P1P2	13	0	0	38	5
ADAMTSL3_+_84322918.23-P1P2	0	0	0	0	1
ADAMTSL4_+_150521897.23-P1P2	0	0	0	1	1
ADAMTSL4_+_150522285.23-P1P2	0	0	1	1	0
ADAMTSL5_-_1512979.23-P1P2	0	0	1	0	0
ADAMTSL5_-_1513012.23-P1P2	0	0	0	0	1
ADAP1_-_993847.23-P1P2	14	12	8	0	9
ADAP1_+_994248.23-P1P2	11	6	15	1	4
ADAP1_+_994276.23-P1P2	4	0	0	0	0
ADAP1_+_994279.23-P1P2	1	0	0	0	1
ADAP1_+_994282.23-P1P2	0	0	0	0	1
ADAP2_-_29249001.23-P1P2	1	0	0	1	1
ADAR_-_154580611.23-P1	1	0	1	0	1
ADAR_-_154580629.23-P1	0	0	0	1	0
ADAR_-_154580652.23-P1	7	0	3	4	12
ADAR_-_154599983.23-P2	0	1	0	0	0
ADAR_-_154600448.23-P2	0	0	0	0	1
ADAR_+_154580643.23-P1	0	0	0	0	1
ADAR_+_154600408.23-P2	1	0	0	0	0
ADAR_+_154600419.23-P2	0	0	0	1	1
ADARB1_+_46493796.23-P1P2	1	0	0	0	0
ADARB1_+_46494884.23-P1P2	13	26	27	41	18
ADARB1_+_46494897.23-P1P2	1	0	1	1	0
ADARB2_-_1779460.23-ENST00000381312.1	29	9	5	22	16
ADARB2_+_1779243.23-ENST00000381312.1	0	0	0	1	1
ADARB2_+_1779269.23-ENST00000381312.1	1	0	0	0	0
ADARB2_+_1779687.23-ENST00000381312.1	0	0	0	1	0
ADAT1_-_75656724.23-P1P2	0	1	0	3	2
ADAT1_-_75656732.23-P1P2	0	0	0	0	1
ADAT1_+_75657171.23-P1P2	0	0	1	0	0
ADAT2_-_143771413.23-P1P2	0	0	0	0	1
ADAT2_+_143771504.23-P1P2	0	0	0	0	1
ADAT3_-_1908397.23-P2	0	0	0	0	1
ADAT3_+_1907955.23-P2	0	0	1	0	1
ADC_-_33546826.23-P1P2	0	0	0	1	0
ADC_-_33546829.23-P1P2	0	0	0	0	1
ADC_+_33546832.23-P1P2	8	0	0	17	1
ADC_+_33546977.23-P1P2	0	0	0	3	0
ADCK1_-_78266512.23-P1P2	1	0	1	0	0
ADCK1_-_78266523.23-P1P2	0	0	0	1	0
ADCK1_-_78266900.23-P1P2	38	82	129	285	157
ADCK2_-_140373160.23-P1P2	4	34	3	20	0
ADCK2_+_140373084.23-P1P2	5	4	7	0	5
ADCK2_+_140373152.23-P1P2	0	0	0	1	0
ADCK3_-_227128046.23-P1P2	0	0	0	0	1
ADCK3_+_227128242.23-P1P2	0	0	1	2	0
ADCK4_-_41222769.23-P1P2	0	1	0	0	0
ADCK4_+_41222752.23-P1P2	0	0	1	1	0
ADCK5_-_145597191.23-P1P2	3	0	1	1	0
ADCK5_-_145597781.23-P1P2	0	1	0	0	2
ADCK5_-_145597789.23-P1P2	1	0	0	0	0
ADCK5_+_145597793.23-P1P2	2	2	1	3	0
ADCY1_-_45614627.23-P1P2	13	44	87	414	260
ADCY1_+_45614267.23-P1P2	8	6	1	2	0
ADCY1_+_45614427.23-P1P2	41	27	12	0	9
ADCY1_+_45614650.23-P1P2	20	11	9	96	41
ADCY10_-_167882907.23-P1P2	12	4	0	0	1
ADCY10_-_167883077.23-P1P2	0	1	0	0	0
ADCY10_+_167883329.23-P1P2	10	131	38	293	107
ADCY2_+_7396596.23-P1P2	0	0	0	1	1
ADCY2_+_7396661.23-P1P2	0	11	2	0	1
ADCY3_-_25143044.23-P1P2	0	0	0	0	1
ADCY3_+_25142736.23-P1P2	0	0	0	1	0
ADCY4_-_24804217.23-P1P2	13	20	0	54	1
ADCY4_-_24804232.23-P1P2	0	0	0	2	1
ADCY5_-_123168354.23-P1P2	1	0	0	0	0
ADCY5_+_123168593.23-P1P2	0	0	0	1	0
ADCY5_+_123168613.23-P1P2	1	0	0	0	0
ADCY6_-_49182451.23-P1P2	2	1	1	0	4
ADCY6_-_49182454.23-P1P2	0	0	2	1	0
ADCY6_+_49182403.23-P1P2	1	0	0	0	0
ADCY7_-_50300493.23-P1P2	1	0	1	0	0
ADCY7_-_50300498.23-P1P2	2	0	0	0	0
ADCY7_-_50300519.23-P1P2	0	0	1	0	0
ADCY7_+_50300487.23-P1P2	2	15	15	4	1
ADCY8_-_132052844.23-P1P2	0	0	0	1	2
ADCY8_-_132053093.23-P1P2	0	1	0	0	0
ADCY8_+_132053037.23-P1P2	39	6	58	53	35
ADCY9_-_4166007.23-P1P2	0	0	0	1	0
ADCY9_-_4166218.23-P1P2	0	0	0	1	1
ADCY9_+_4166432.23-P1P2	0	0	1	0	1
ADCYAP1_-_904647.23-P1P2	0	0	0	0	1
ADCYAP1_+_904799.23-P1P2	2	10	4	15	10
ADCYAP1R1_-_31092299.23-P1P2	2	0	0	1	1
ADCYAP1R1_+_31092317.23-P1P2	0	0	0	1	0
ADD1_-_2845605.23-P1P2	0	0	0	1	0
ADD1_-_2845694.23-P1P2	0	0	0	0	1
ADD1_-_2845697.23-P1P2	0	0	0	1	0
ADD2_-_70994876.23-P1P2	7	0	0	1	0
ADD2_+_70995010.23-P1P2	17	17	2	12	5
ADD2_+_70995263.23-P1P2	0	0	0	0	1
ADD2_+_70995300.23-P1P2	1	0	0	1	0
ADD3_-_111767767.23-P1P2	0	0	1	0	2
ADD3_-_111767783.23-P1P2	1	0	0	0	0
ADD3_-_111767791.23-P1P2	12	6	10	222	35
ADD3_+_111767932.23-P1P2	0	0	0	0	2
ADGB_+_146920153.23-P1P2	1	0	0	0	0
ADGB_+_146920457.23-P1P2	0	0	1	3	0
ADH1A_-_100211701.23-P1P2	1	1	0	1	0
ADH1A_-_100212118.23-P1P2	0	0	0	2	0
ADH1A_-_100212162.23-P1P2	0	0	1	1	1
ADH1A_+_100212126.23-P1P2	0	0	0	3	0
ADH1B_+_100242040.23-P1P2	0	0	1	0	0
ADH1C_-_100273879.23-P1P2	0	1	1	0	0
ADH1C_-_100273923.23-P1P2	1	0	0	1	0
ADH4_-_100065227.23-P1P2	11	4	4	12	3
ADH4_+_100065429.23-P1P2	1	0	0	0	0
ADH4_+_100065433.23-P1P2	0	2	0	0	1
ADH5_-_100009831.23-P1P2	0	1	0	0	1
ADH5_+_100009684.23-P1P2	0	0	1	2	0
ADH5_+_100009798.23-P1P2	1	0	1	1	1
ADH5_+_100009838.23-P1P2	0	0	0	1	1
ADH6_-_100140394.23-P1P2	0	0	0	1	0
ADH6_-_100140413.23-P1P2	0	0	1	1	0
ADH7_+_100355983.23-P1P2	6	2	0	0	0
ADH7_+_100356385.23-P1P2	1	0	1	1	1
ADH7_+_100356481.23-P1P2	0	0	0	0	1
ADHFE1_+_67344685.23-P1P2	0	0	0	1	0
ADHFE1_+_67344688.23-P1P2	1	0	0	0	0
ADI1_-_3523067.23-P1P2	1	0	0	1	0
ADI1_-_3523313.23-P1P2	0	0	0	1	0
ADI1_+_3523254.23-P1P2	0	0	0	2	0
ADIG_+_37209880.23-P1P2	0	0	0	1	0
ADIG_+_37209911.23-P1P2	0	0	0	1	0
ADIPOQ_-_186560537.23-P1P2	5	0	8	1	1
ADIPOQ_-_186560924.23-P1P2	0	0	1	0	0
ADIPOQ_+_186560448.23-P1P2	77	72	46	428	256
ADIPOQ_+_186560496.23-P1P2	18	12	7	0	8
ADIPOR1_-_202927375.23-P1P2	0	0	0	1	0
ADIPOR1_+_202927394.23-P1P2	3	1	1	0	0
ADIPOR2_-_1800242.23-P1P2	0	1	2	0	0
ADIPOR2_-_1800250.23-P1P2	5	1	0	0	0
ADIPOR2_-_1800256.23-P1P2	1	0	0	0	6
ADIPOR2_-_1800278.23-P1P2	0	0	1	1	0
ADIRF_-_88728681.23-P1P2	0	0	1	0	1
ADK_-_75911025.23-P2	0	0	0	0	1
ADK_+_75911404.23-P2	2	0	0	0	0
ADK_+_75911444.23-P2	9	4	11	18	16
ADK_+_75936538.23-P1	0	0	0	0	1
ADK_+_75936570.23-P1	0	0	0	1	2
ADM_-_10327037.23-P1P2	83	385	377	1164	738
ADM_+_10326660.23-P1P2	0	0	1	0	0
ADM_+_10327266.23-P1P2	2	0	0	0	1
ADM_+_10327276.23-P1P2	0	0	0	0	1
ADM2_+_50920011.23-P1P2	0	0	0	2	0
ADM2_+_50920227.23-P1P2	0	2	0	0	0
ADM2_+_50920298.23-P1P2	9	1	0	0	0
ADM5_-_50191704.23-P1P2	0	0	0	2	0
ADM5_+_50191867.23-P1P2	0	0	0	1	0
ADNP2_-_77867208.23-P1P2	62	51	36	196	156
ADNP2_-_77867536.23-P1P2	0	0	0	45	0
ADNP2_-_77867623.23-P1P2	5	0	0	0	0
ADNP2_+_77867603.23-P1P2	1	1	2	0	1
ADO_-_64564623.23-P1P2	0	0	0	1	1
ADORA1_+_203097450.23-P1P2	0	0	0	0	1
ADORA1_+_203097472.23-P1P2	0	1	0	0	1
ADORA2A_-_24819903.23-P1P2	0	0	0	2	1
