GO	[-8.26 -0.85]	[-0.85 -0.27]	[-0.27 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.04]	[0.04 0.37]	[0.37 1.02]	[1.02 10.22]
GO:0022627 cytosolic small ribosomal subunit	-1.156	-0.702	6.593	-1.905	-1.905	-1.156	-1.156	-0.228	8.233	-1.156	-1.904
GO:0000049 tRNA binding	0.546	5.417	4.090	-2.029	-2.029	-2.029	-2.029	-1.258	2.408	-1.258	-2.028
GO:0006521 regulation of cellular amino acid metabolic process	-2.154	0.287	10.564	-1.361	-0.864	-2.154	-2.154	-0.316	3.216	-0.316	-2.153
GO:0090263 positive regulation of canonical Wnt signaling pathway	-1.184	-0.495	11.896	-1.952	-2.471	-1.952	-3.114	-0.676	3.621	-0.354	0.501
GO:0032481 positive regulation of type I interferon production	-1.361	3.785	5.725	-2.154	-2.154	-1.361	-2.154	-1.361	2.687	0.476	-2.153
GO:0005516 calmodulin binding	-0.619	1.182	3.264	-3.485	-1.763	-3.485	-3.485	-2.962	1.841	3.595	2.951
GO:0000228 nuclear chromosome	-1.326	13.695	1.816	-1.326	-2.112	-1.326	-2.112	-0.300	0.302	-0.836	-1.326
GO:0006335 DNA replication-dependent nucleosome assembly	-1.242	16.475	0.283	-1.242	-1.242	-0.640	-1.242	0.283	-1.242	-0.640	-1.242
GO:0034976 response to endoplasmic reticulum stress	0.382	0.382	3.262	-3.231	-2.286	-3.231	-3.231	-0.818	5.372	2.385	-0.818
GO:0004713 protein tyrosine kinase activity	-0.310	0.821	2.502	-2.619	-1.773	-5.479	-3.786	-1.773	5.064	1.667	1.928
GO:0007018 microtubule-based movement	0.419	10.387	-0.488	-1.897	-2.580	-1.897	-3.563	-1.897	2.359	-0.325	0.807
GO:0072686 mitotic spindle	-2.154	5.041	4.394	-2.154	-1.361	-2.154	-2.154	-1.361	2.201	0.720	-1.360
GO:0005747 mitochondrial respiratory chain complex I	-0.864	0.720	2.687	-2.154	-2.154	-2.154	-2.154	-0.864	9.673	0.476	-1.360
GO:0033683 nucleotide-excision repair, DNA incision	-1.574	4.049	2.778	-1.574	-1.574	-1.574	-1.574	-1.574	5.518	-0.500	-1.573
GO:0051213 dioxygenase activity	-0.651	0.313	2.126	-3.438	-2.469	-1.306	-2.469	-0.933	11.609	0.657	-0.651
GO:0008360 regulation of cell shape	-0.406	1.119	4.367	-4.548	-4.548	-2.418	-2.986	-0.733	3.181	0.911	1.877
GO:0000187 activation of MAPK activity	0.333	1.834	0.815	-1.011	-4.724	-4.724	-2.837	-1.331	6.046	1.540	0.628
GO:0035578 azurophil granule lumen	-2.728	0.714	1.198	-2.028	-2.728	-1.503	-3.729	-1.503	2.953	5.962	1.490
GO:0034080 CENP-A containing nucleosome assembly	-0.599	12.003	1.927	-1.739	-1.739	-1.739	-1.739	-0.599	0.476	-0.599	-1.739
GO:0006302 double-strand break repair	-0.526	4.387	3.825	-2.651	-2.651	-2.651	-2.651	-0.809	2.803	0.651	-1.209
GO:0005089 Rho guanyl-nucleotide exchange factor activity	0.538	0.994	0.994	-3.272	-3.272	-2.322	-3.272	-2.322	4.179	0.994	2.749
GO:0010976 positive regulation of neuron projection development	0.385	0.541	3.274	-4.102	-3.064	-3.064	-1.765	-1.326	6.262	1.776	-0.505
GO:0005776 autophagosome	-0.834	-1.240	2.286	-2.692	-1.817	-2.692	-2.692	-0.344	8.265	1.874	0.262
GO:0014070 response to organic cyclic compound	-1.412	2.087	6.159	-1.787	-2.241	-2.241	-4.317	-2.241	3.101	1.269	0.505
GO:0042826 histone deacetylase binding	0.576	2.833	6.102	-3.364	-2.597	-2.597	-3.364	-0.633	2.458	0.576	-1.536
GO:0005938 cell cortex	-0.579	1.296	4.250	-3.750	-2.001	-2.478	-3.750	-0.994	6.550	1.072	-0.428
GO:1903955 positive regulation of protein targeting to mitochondrion	-0.980	4.221	3.260	-3.521	-2.543	-1.361	-3.521	-0.473	3.260	1.081	-1.360
GO:0016241 regulation of macroautophagy	-1.996	0.737	2.421	-2.899	-2.899	-1.996	-1.996	-0.263	8.279	0.996	-0.645
GO:0032040 small-subunit processome	-0.796	9.761	4.448	-1.449	-1.449	-1.449	-1.449	-1.449	-0.430	-0.796	-0.795
GO:0006296 nucleotide-excision repair, DNA incision, 5'-to lesion	-1.532	4.176	2.874	-1.532	-1.532	-1.532	-1.532	-1.532	4.904	-0.476	-1.531
GO:1990830 cellular response to leukemia inhibitory factor	-0.312	6.546	1.576	-1.250	-1.250	-3.977	-3.977	-2.226	2.623	1.023	-0.658
GO:0019886 antigen processing and presentation of exogenous peptide antigen via MHC class II	-0.895	3.084	1.051	-2.914	-2.914	-2.914	-2.193	-1.647	7.246	1.051	0.441
GO:0030335 positive regulation of cell migration	0.519	0.960	0.648	-1.807	-3.020	-1.807	-4.153	-2.560	9.519	1.786	0.519
GO:0048013 ephrin receptor signaling pathway	-1.417	1.022	3.588	-2.617	-1.930	-3.604	-2.617	-1.417	5.671	0.576	1.297
GO:0006977 DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	-0.761	2.471	6.516	-2.568	-2.568	-2.568	-2.568	-0.488	2.471	0.301	-0.760
GO:0043022 ribosome binding	-0.891	4.923	4.288	-1.395	-2.195	-2.195	-2.195	-0.891	2.613	0.272	-2.194
GO:0030667 secretory granule membrane	-2.326	0.541	2.472	-2.326	-2.326	-2.326	-4.102	-0.713	5.174	1.470	2.112
GO:0006270 DNA replication initiation	-0.828	13.899	1.389	-1.491	-1.491	-1.491	-0.828	-1.491	-0.234	-0.828	-0.827
GO:0045814 negative regulation of gene expression, epigenetic	-1.905	10.023	2.637	-1.905	-1.905	-1.156	-1.905	-0.228	0.625	-0.702	-1.156
GO:0035023 regulation of Rho protein signal transduction	0.678	0.678	0.909	-3.397	-3.397	-2.432	-3.397	-1.278	4.460	0.678	3.004
GO:0003712 transcription cofactor activity	-0.714	1.366	11.600	-1.639	-2.485	-2.485	-1.639	-1.639	0.755	-0.273	-0.273
GO:0032436 positive regulation of proteasomal ubiquitin-dependent protein catabolic process	-0.288	1.547	4.786	-2.982	-2.068	-2.982	-2.982	-1.011	4.227	0.688	-0.687
GO:0006352 DNA-templated transcription, initiation	-1.491	10.528	1.389	-1.491	-1.491	-1.491	-1.491	-0.453	1.389	-0.828	-1.490
GO:0035195 gene silencing by miRNA	-2.418	-2.418	-0.956	1.875	0.911	5.250	1.349	3.181	-2.418	-2.418	-3.677
GO:0006409 tRNA export from nucleus	-1.325	6.602	5.726	-1.325	-1.325	-1.325	-1.325	-0.702	0.480	-1.325	-1.324
GO:0002039 p53 binding	-0.625	5.688	5.076	-1.960	-2.858	-2.858	-1.361	-0.934	2.062	-0.625	-0.933
GO:0060333 interferon-gamma-mediated signaling pathway	-0.359	-0.359	-0.359	-2.734	-1.852	-1.852	-1.852	-2.734	2.669	8.118	1.458
GO:0006887 exocytosis	0.271	-0.334	4.908	-3.440	-2.066	-2.066	-4.516	-0.478	5.409	0.927	0.271
GO:0048208 COPII vesicle coating	-2.609	0.675	5.722	-2.609	-1.746	-1.746	-2.609	0.459	4.483	0.288	-0.507
GO:0007077 mitotic nuclear envelope disassembly	-1.056	6.289	4.799	-1.781	-1.781	-1.781	-1.781	-1.056	1.422	-0.624	-1.055
GO:0042273 ribosomal large subunit biogenesis	-1.242	9.050	3.681	-1.242	-1.242	-1.242	-1.242	-0.640	0.283	-1.242	-1.242
GO:0010212 response to ionizing radiation	-2.112	3.303	3.303	-2.112	-2.112	-1.326	-2.112	-0.513	4.504	0.302	-1.326
GO:0001934 positive regulation of protein phosphorylation	-0.735	1.895	1.638	-2.648	-3.185	-2.648	-2.648	-2.189	3.453	4.593	0.805
GO:0032580 Golgi cisterna membrane	-1.515	2.197	4.603	-2.140	-2.140	-3.065	-2.140	-1.063	4.603	0.642	-0.487
GO:0006383 transcription from RNA polymerase III promoter	-1.491	5.054	4.309	-1.491	-1.491	-1.491	-1.491	-1.491	2.387	-0.828	-0.827
GO:0045652 regulation of megakaryocyte differentiation	-1.210	7.669	4.387	-2.651	-1.781	-1.781	-2.651	-0.329	0.440	-0.329	-0.526
GO:0030374 ligand-dependent nuclear receptor transcription coactivator activity	-1.292	0.781	9.192	-2.071	-2.071	-2.071	-2.071	-0.809	1.460	0.781	-0.491
GO:0007010 cytoskeleton organization	-0.556	1.145	2.666	-2.486	-3.535	-2.486	-3.535	-0.716	6.063	2.368	-0.317
GO:0090502 RNA phosphodiester bond hydrolysis, endonucleolytic	-0.891	3.690	4.923	-2.195	-2.195	-1.395	-2.195	-2.195	2.136	0.455	-0.555
GO:0036459 thiol-dependent ubiquitinyl hydrolase activity	-2.220	2.862	7.139	-0.551	-2.837	-1.728	-1.331	-0.551	1.540	1.030	-3.628
GO:0019827 stem cell population maintenance	-2.402	2.273	3.799	-1.569	-2.402	-1.033	-2.402	-2.402	3.252	0.564	0.564
GO:0032543 mitochondrial translation	-1.366	5.546	6.400	-1.366	-1.366	-1.366	-0.733	-0.733	0.453	-1.366	-1.366
GO:0043087 regulation of GTPase activity	-1.196	2.331	4.179	-1.672	-1.672	-3.272	-2.322	-2.322	4.179	-0.244	0.748
GO:0051865 protein autoubiquitination	-0.864	5.041	2.687	-2.154	-2.154	-2.154	-2.154	-2.154	1.759	0.720	0.287
GO:0031047 gene silencing by RNA	-1.464	0.910	4.084	-2.278	-2.278	-2.278	-2.278	-0.599	4.698	1.231	-0.599
GO:0048010 vascular endothelial growth factor receptor signaling pathway	0.965	-0.437	1.958	-2.941	-1.422	-2.941	-2.941	-1.422	6.752	0.965	0.328
GO:0015992 proton transport	-0.729	0.782	1.940	-2.617	-2.617	-2.617	-1.930	-0.338	8.147	1.602	-1.416
GO:0071222 cellular response to lipopolysaccharide	-0.742	1.189	0.966	-3.254	-2.598	-1.273	-3.254	-2.598	3.807	4.230	1.438
GO:0006363 termination of RNA polymerase I transcription	-1.284	6.813	4.281	-1.284	-1.284	-1.284	-1.284	-0.671	0.836	-1.284	-1.283
GO:0008137 NADH dehydrogenase (ubiquinone) activity	-0.702	0.919	1.271	-1.905	-1.905	-1.905	-1.905	-0.702	10.023	0.389	-1.156
GO:0006110 regulation of glycolytic process	-1.532	6.502	4.176	-0.860	-1.532	-1.532	-1.532	-0.860	1.332	-0.860	-1.531
GO:0004527 exonuclease activity	-1.258	5.417	1.936	-2.029	-2.029	-2.029	-2.029	-0.782	4.090	-0.471	-0.471
GO:0000183 chromatin silencing at rDNA	-1.366	12.592	1.130	-1.366	-1.366	-0.733	-1.366	0.231	-0.733	-0.385	-1.366
GO:0018024 histone-lysine N-methyltransferase activity	-0.990	3.696	7.463	-1.698	-1.698	-0.990	-1.698	-0.573	1.128	-0.990	-1.697
GO:0001843 neural tube closure	-0.886	1.208	5.666	-2.396	-2.396	-2.396	-2.396	-1.736	4.022	0.936	-0.266
GO:0000375 RNA splicing, via transesterification reactions	-1.035	0.398	11.990	-1.035	-1.035	-1.035	-1.035	-1.035	1.149	-1.035	-1.035
GO:0070936 protein K48-linked ubiquitination	-1.156	2.637	7.394	-1.905	-1.905	-1.905	-1.905	-0.411	1.676	-0.411	-1.156
GO:0006869 lipid transport	-1.251	0.331	3.070	-3.219	-2.566	-2.038	-2.038	-2.038	4.292	2.361	2.042
GO:0006361 transcription initiation from RNA polymerase I promoter	-1.366	6.400	4.744	-1.366	-1.366	-1.366	-1.366	-0.733	0.754	-0.733	-1.366
GO:0042769 DNA damage response, detection of DNA damage	-0.860	6.502	2.874	-1.532	-1.532	-1.532	-1.532	-0.860	2.302	-0.860	-1.531
GO:0034599 cellular response to oxidative stress	-0.257	0.692	3.784	-3.770	-1.531	-2.765	-3.770	-0.390	2.491	2.895	-0.570
GO:0035064 methylated histone binding	-0.555	4.288	5.596	-2.195	-2.195	-2.195	-1.395	-0.555	1.704	-0.555	-1.394
GO:0051289 protein homotetramerization	0.688	0.688	3.699	-2.982	-2.068	-2.982	-2.068	-2.068	4.227	-0.288	0.936
GO:0070911 global genome nucleotide-excision repair	-1.325	0.480	4.903	-1.325	-1.325	-1.325	-1.325	-0.702	6.602	-0.702	-1.324
GO:0050660 flavin adenine dinucleotide binding	-0.546	2.286	3.740	-2.692	-1.817	-1.240	-2.692	-2.692	1.500	2.735	-0.545
GO:0001933 negative regulation of protein phosphorylation	1.222	2.306	3.203	-2.068	-2.982	-2.982	-2.982	-1.011	2.738	0.314	-0.453
GO:0031492 nucleosomal DNA binding	-1.023	6.452	4.237	-1.739	-1.739	-0.599	-1.023	-0.599	1.083	-1.739	-1.739
GO:0007568 aging	-0.262	0.882	4.196	-2.596	-3.090	-1.207	-3.664	-2.596	3.829	1.478	0.883
GO:0019003 GDP binding	-1.569	1.843	3.799	-1.569	-2.402	-2.402	-2.402	-0.667	4.383	0.564	-0.415
GO:0010494 cytoplasmic stress granule	-1.656	0.820	9.500	-0.957	-1.656	-1.656	-1.656	0.302	1.593	-0.957	-0.957
GO:0000981 RNA polymerase II transcription factor activity, sequence-specific DNA binding	0.648	2.578	4.575	-2.560	-3.020	-3.020	-2.158	-0.388	2.034	1.786	-2.156
GO:0005793 endoplasmic reticulum-Golgi intermediate compartment	-1.888	1.096	1.774	-2.775	-1.300	-1.888	-1.888	-0.585	8.718	0.581	-0.585
GO:0001078 transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding	0.373	5.192	2.404	-2.791	-2.241	-2.241	-3.466	-1.412	3.101	0.504	-0.341
GO:0006986 response to unfolded protein	0.728	-0.287	2.092	-1.675	-1.675	-2.526	-2.526	-1.675	8.112	-0.287	0.316
GO:0017112 Rab guanyl-nucleotide exchange factor activity	-2.071	1.875	1.875	-2.071	-2.071	-2.071	-2.071	-0.492	5.288	0.522	0.318
GO:0045335 phagocytic vesicle	-0.728	-0.242	0.883	-1.946	-1.946	-1.946	-1.946	-0.728	9.805	0.883	-0.241
GO:0035861 site of double-strand break	-1.408	1.079	5.375	-1.408	-1.408	-1.408	-1.408	-1.408	3.188	0.716	-1.407
GO:0035722 interleukin-12-mediated signaling pathway	-1.534	0.587	1.898	-1.534	-1.005	-2.361	-2.361	-2.361	5.777	1.898	0.380
GO:0032588 trans-Golgi network membrane	-0.595	0.724	5.764	-2.359	-3.314	-1.704	-1.704	-1.704	2.688	1.899	-0.396
GO:0045727 positive regulation of translation	1.131	0.604	6.026	-1.852	-2.734	-1.270	-1.852	-2.734	2.669	0.405	-0.858
GO:0006633 fatty acid biosynthetic process	-0.934	1.334	5.076	-1.960	-1.361	-1.361	-2.858	-2.858	2.481	1.679	-0.405
GO:0000781 chromosome, telomeric region	0.301	2.945	6.516	-1.710	-2.568	-1.710	-2.568	-1.150	0.701	0.701	-1.150
GO:0008094 DNA-dependent ATPase activity	-0.892	8.068	3.388	-1.574	-1.574	-1.574	-1.574	-0.892	0.339	-0.266	-0.892
GO:0001649 osteoblast differentiation	0.476	4.861	4.861	-2.461	-1.884	-2.461	-2.461	-1.884	1.079	0.476	-0.567
GO:0005876 spindle microtubule	-0.828	5.848	4.309	-1.491	-1.491	-1.491	-1.491	-0.453	0.984	-1.491	-0.827
GO:0000245 spliceosomal complex assembly	-0.579	1.961	8.556	-1.159	-1.159	-1.159	-1.159	-1.159	0.978	-1.159	-1.159
GO:0005689 U12-type spliceosomal complex	-1.076	1.578	8.061	-1.076	-1.076	-1.076	-1.076	-1.076	1.578	-1.076	-1.076
GO:0010501 RNA secondary structure unwinding	-1.156	5.831	5.108	-1.905	-1.156	-1.905	-1.905	-0.702	0.625	-0.411	-0.701
GO:0006606 protein import into nucleus	-1.092	4.786	7.508	-1.639	-0.714	-1.639	-2.485	-0.452	0.331	-0.714	-1.091
GO:0070821 tertiary granule membrane	-0.288	0.935	0.935	-2.068	-2.982	-2.068	-2.982	-1.453	3.699	3.699	0.481
GO:0005844 polysome	-1.781	2.893	4.799	-1.781	-1.781	-1.056	-0.624	-1.056	2.893	-0.354	-1.780
GO:0042645 mitochondrial nucleoid	0.431	2.804	4.670	-1.822	-1.822	-1.822	-1.822	-1.089	1.796	0.240	-1.821
GO:0007080 mitotic metaphase plate congression	-1.449	6.024	0.680	-1.449	-1.449	-1.449	-1.449	-0.796	4.448	-0.430	-0.795
GO:0035264 multicellular organism growth	-0.473	1.682	6.459	-2.543	-1.865	-1.865	-1.865	-1.361	2.821	0.831	-1.360
GO:0016575 histone deacetylation	-1.292	0.317	5.997	-1.292	-1.292	-2.071	-2.071	-0.809	3.985	1.095	-1.291
GO:0045171 intercellular bridge	-0.392	2.719	3.893	-0.675	-1.863	-1.863	-1.863	-1.863	2.719	0.409	-1.863
GO:0033116 endoplasmic reticulum-Golgi intermediate compartment membrane	-1.888	0.388	3.577	-1.888	-1.300	-1.888	-1.888	-0.883	7.974	0.388	-0.373
GO:0008021 synaptic vesicle	-0.887	-0.464	4.982	-2.035	-2.035	-2.631	-1.564	-2.035	4.034	0.951	1.750
GO:0016791 phosphatase activity	-1.404	1.189	4.354	-2.313	-1.811	-3.744	-1.404	-0.809	4.354	1.445	-0.429
GO:0008654 phospholipid biosynthetic process	-1.430	2.074	3.597	-1.430	-1.430	-2.236	-2.236	-1.430	3.049	1.651	-0.919
GO:0032201 telomere maintenance via semi-conservative replication	-0.994	11.114	1.213	-0.994	-0.994	-0.994	-0.994	-0.994	-0.204	-0.462	-0.993
GO:0005923 bicellular tight junction	-0.281	0.795	1.508	-3.668	-2.251	-1.755	-3.668	-1.355	2.111	3.198	2.113
GO:0018107 peptidyl-threonine phosphorylation	-0.251	2.934	3.942	-2.858	-0.625	-2.858	-2.858	-0.934	2.062	0.539	-0.933
GO:0051290 protein heterotetramerization	-0.957	12.581	0.302	-1.656	-1.656	-0.549	-1.656	-0.300	-0.549	0.302	-0.548
GO:0000077 DNA damage checkpoint	-0.733	1.577	7.305	-1.366	-1.366	-1.366	-1.366	-1.366	1.577	0.231	-1.366
GO:0005669 transcription factor TFIID complex	-0.430	2.476	3.079	-1.449	-1.449	-1.449	-1.449	-0.430	4.448	-1.449	-1.449
GO:0031463 Cul3-RING ubiquitin ligase complex	-1.422	0.328	4.880	-0.667	-2.032	-2.941	-2.032	-1.422	4.880	0.712	0.328
GO:0030168 platelet activation	-1.032	0.795	4.035	-2.871	-0.772	-2.251	-2.251	-2.251	3.606	2.812	-0.404
GO:0007052 mitotic spindle organization	-0.341	8.773	2.876	-1.284	-1.284	-1.284	-1.284	-1.284	-0.671	-0.341	-0.670
GO:0051321 meiotic cell cycle	-1.258	5.255	1.361	-2.127	-1.645	-2.127	-2.734	-1.645	1.641	3.015	0.252
GO:0007411 axon guidance	1.339	0.648	2.298	-2.560	-1.237	-4.153	-3.020	-2.560	1.786	2.034	2.036
GO:0032480 negative regulation of type I interferon production	-1.491	-0.453	4.309	-0.828	-1.491	-0.828	-1.491	-1.491	3.615	2.387	-1.490
GO:0006362 transcription elongation from RNA polymerase I promoter	-1.242	7.036	2.989	-1.242	-1.242	-1.242	-1.242	-0.640	0.880	-0.640	-1.242
GO:0006446 regulation of translational initiation	-1.242	2.989	7.036	-1.242	-1.242	-1.242	-1.242	-0.640	0.880	-0.640	-1.242
GO:0032200 telomere organization	-1.076	11.568	0.684	-1.076	-1.076	-0.520	-1.076	0.371	-1.076	-0.520	-1.076
GO:0000723 telomere maintenance	-0.500	4.049	5.518	-1.574	-1.574	-1.574	-1.574	-0.892	0.339	0.584	-1.573
GO:0010506 regulation of autophagy	-0.948	0.637	3.507	-2.278	-2.278	-1.464	-2.278	-1.464	4.084	1.231	0.416
GO:0031398 positive regulation of protein ubiquitination	-1.639	1.366	3.094	-2.485	-1.092	-2.485	-2.485	-0.714	3.623	1.366	-0.273
GO:0009411 response to UV	-1.156	3.190	1.676	-1.905	-1.905	-1.905	-1.905	-0.702	2.637	2.132	-1.156
GO:0000910 cytokinesis	-1.863	2.719	2.203	-1.863	-1.123	-1.863	-1.863	-1.863	2.719	1.319	0.226
GO:0006400 tRNA modification	-0.320	7.036	3.681	-1.242	-1.242	-1.242	-1.242	-1.242	0.283	-0.640	-1.242
GO:0019985 translesion synthesis	-0.796	4.448	1.932	-1.449	-1.449	-1.449	-1.449	-1.449	3.079	0.403	-1.449
GO:0032212 positive regulation of telomere maintenance via telomerase	-1.408	3.864	6.208	-0.764	-1.408	-1.408	-1.408	-0.764	0.716	-0.407	-1.407
GO:0000462 maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	-0.671	5.070	5.914	-1.284	-1.284	-1.284	-1.284	-0.671	0.264	-1.284	-0.670
GO:0004003 ATP-dependent DNA helicase activity	-0.640	3.681	6.112	-1.242	-1.242	-1.242	-1.242	-1.242	0.880	-0.640	-1.242
GO:1904837 beta-catenin-TCF complex assembly	-0.354	7.944	1.860	-1.781	-1.781	-1.781	-1.781	-0.624	1.039	-0.624	-0.623
GO:0004197 cysteine-type endopeptidase activity	-1.005	1.898	4.485	-2.361	-2.361	-1.534	-2.361	-0.644	0.587	2.816	-0.398
GO:0007169 transmembrane receptor protein tyrosine kinase signaling pathway	0.735	1.162	-0.612	-1.429	-2.345	-2.975	-1.839	-2.975	4.290	1.692	2.671
GO:0031201 SNARE complex	0.435	-0.348	6.166	-2.236	-2.236	-2.236	-1.430	-0.577	3.049	0.664	-0.919
GO:0009055 electron carrier activity	0.353	1.553	3.129	-2.359	-2.359	-2.359	-2.359	-1.223	4.100	1.241	-0.863
GO:0030165 PDZ domain binding	0.267	1.022	2.308	-3.604	-1.930	-1.930	-3.604	-1.027	1.940	2.308	1.023
GO:0032452 histone demethylase activity	-0.462	-0.994	1.743	-0.994	-0.994	-0.994	-0.994	-0.994	9.859	-0.204	-0.993
GO:0008092 cytoskeletal protein binding	0.422	0.422	4.293	-2.692	-2.692	-2.692	-2.692	-0.344	1.500	0.627	1.168
GO:0006418 tRNA aminoacylation for protein translation	1.369	2.804	4.670	-1.822	-1.089	-1.822	-1.822	-1.089	0.998	-0.650	-1.821
GO:0001104 RNA polymerase II transcription cofactor activity	-1.491	0.380	7.580	-1.491	-1.491	-1.491	-1.491	-0.828	2.387	-0.453	0.381
GO:0071339 MLL1 complex	-0.609	1.364	9.342	-1.201	-1.201	-1.201	-1.201	-1.201	0.572	-0.300	-1.200
GO:0019905 syntaxin binding	-0.288	0.688	6.633	-2.068	-1.453	-2.982	-2.982	-0.288	2.306	-0.288	-0.288
GO:0006469 negative regulation of protein kinase activity	0.496	0.496	1.331	-2.768	-1.673	-2.768	-2.158	-1.282	7.327	1.607	-0.368
GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules	0.613	0.773	-1.027	-2.935	-1.608	-1.980	-2.418	-1.608	2.157	2.457	5.500
GO:0030117 membrane coat	-1.325	-0.363	4.903	-1.325	-1.325	-1.325	-1.325	-1.325	3.423	1.646	-0.701
GO:0044297 cell body	-1.223	2.688	4.100	-2.359	-1.223	-1.704	-1.704	-3.314	1.241	0.724	1.243
GO:0071407 cellular response to organic cyclic compound	0.277	0.620	1.425	-2.177	-2.177	-3.107	-3.107	-0.752	3.979	2.144	0.620
GO:0032869 cellular response to insulin stimulus	0.467	1.438	3.392	-1.800	-2.469	-1.800	-3.438	-1.306	3.392	1.143	-0.651
GO:0016592 mediator complex	-0.828	1.389	4.309	-1.491	-1.491	-1.491	-1.491	-1.491	4.309	-0.453	-0.453
GO:0006336 DNA replication-independent nucleosome assembly	-1.076	10.333	1.088	-1.076	-1.076	-1.076	-1.076	0.371	-0.520	-0.520	-1.076
GO:0007265 Ras protein signal transduction	-0.251	0.763	3.422	-2.858	-1.361	-2.858	-2.858	-0.934	2.481	1.679	0.357
GO:0007015 actin filament organization	0.888	0.888	1.729	-2.802	-2.094	-2.094	-3.811	-0.588	3.264	2.440	-0.587
GO:0008536 Ran GTPase binding	-1.325	8.510	1.646	-1.325	-1.325	-0.702	-1.325	-0.702	0.793	-1.325	-0.362
GO:0001047 core promoter binding	-0.389	3.003	2.116	-1.924	-1.924	-2.817	-1.924	-1.924	3.003	1.374	-0.389
GO:0006479 protein methylation	-1.023	4.237	4.237	-1.739	-1.739	-1.739	-1.739	-0.336	1.477	-0.599	-0.598
GO:0006139 nucleobase-containing compound metabolic process	-1.033	5.001	3.799	-2.402	-1.569	-2.402	-1.569	-0.416	0.362	1.111	-0.667
GO:0000793 condensed chromosome	-0.640	8.015	0.539	-1.242	-1.242	-1.242	-1.242	-1.242	1.795	0.283	-1.242
GO:0006635 fatty acid beta-oxidation	-0.256	0.571	2.482	-1.988	-1.988	-1.988	-1.988	-1.224	3.011	3.011	-0.754
GO:0006298 mismatch repair	-1.159	6.542	3.968	-1.159	-1.159	-1.159	-1.159	-1.159	-0.279	-0.279	-0.579
GO:0042571 immunoglobulin complex, circulating	-1.224	-1.988	-1.988	1.564	0.351	1.999	3.011	1.999	-1.988	-1.988	-1.223
GO:0002576 platelet degranulation	-0.332	0.530	0.530	-3.045	-2.408	-1.895	-2.408	-1.479	4.164	2.941	2.238
GO:0031072 heat shock protein binding	0.233	0.876	2.891	-2.319	-2.319	-1.499	-2.319	-1.499	4.590	0.612	0.234
GO:0043928 exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay	-0.733	2.667	3.303	-1.366	-1.366	-1.366	-1.366	-0.733	3.996	-0.733	-1.366
GO:0006909 phagocytosis	0.316	-0.737	1.003	-1.675	-2.526	-2.526	-2.526	-0.737	3.019	3.019	1.688
GO:0030097 hemopoiesis	0.243	1.312	1.994	-3.231	-1.641	-3.231	-3.231	0.558	2.808	0.558	0.558
GO:0017148 negative regulation of translation	-0.405	2.481	3.942	-1.960	-1.960	-1.960	-2.858	-0.405	2.481	0.763	-1.360
GO:0019903 protein phosphatase binding	-0.585	0.817	4.682	-2.775	-1.888	-1.888	-2.775	-0.585	2.605	1.096	0.239
GO:0005761 mitochondrial ribosome	-1.242	2.989	6.112	-0.640	-1.242	-1.242	-1.242	-0.320	0.880	-1.242	-1.242
GO:0005905 clathrin-coated pit	-1.210	0.906	3.297	-2.651	-1.781	-2.651	-1.210	-0.526	4.981	0.440	0.275
GO:0051117 ATPase binding	-1.196	2.331	3.195	-1.672	-2.322	-2.322	-1.672	-0.841	4.714	-0.576	0.539
GO:0071456 cellular response to hypoxia	0.542	1.423	1.423	-2.665	-3.440	-2.665	-2.665	-0.667	3.534	1.712	0.543
GO:0006370 7-methylguanosine mRNA capping	-1.366	3.303	2.667	-1.366	-1.366	-1.366	-1.366	-0.385	3.303	-0.385	-1.366
GO:0005778 peroxisomal membrane	-0.247	1.111	4.383	-2.402	-2.402	-1.569	-2.402	-1.033	2.273	1.111	-0.415
GO:0007229 integrin-mediated signaling pathway	-0.351	0.759	1.262	-1.962	-1.446	-3.646	-1.962	-1.446	5.579	0.390	1.897
GO:0000070 mitotic sister chromatid segregation	-0.994	6.524	3.810	-0.994	-0.994	-0.994	-0.994	-0.994	-0.204	-0.994	-0.462
